ObjectID,GlobalID,Point #,Start Time at Point,Percent of the area within 50m covered by any shrub species,Percent of the area within 50m covered by sagebrush (Artemisia sp.),Shrub Species Present within 50m of the point,List any other shrub species present within 50m of the point,Count the number of trees or snags within 50m of the point,Percent of shrubs shorter than 1m,Percent of shrubs 1m-2m tall,Percent of shrubs 2m-3m tall,Percent of shrubs taller than 3m,Percent of the area within 50m of the point where cheatgrass is present,Point Notes,Next Point,ParentGlobalID,CreationDate,Creator,EditDate,Editor,Average height of shrubs within 50m of the point (cm),x,y
1,333d25a8-d562-4d66-a80b-c3187488b765,08,09:05,1,,,,0,,,,,0,,,0cca6ee5-6d1c-4233-9420-859cf827700b,5/8/2024 6:37:23 PM,will.harrod,5/8/2024 6:37:23 PM,will.harrod,,-113.68434645,41.98340654
2,24a6ec2c-ce1d-4ad8-8d5a-dd65b8c5b52c,12,09:21,1,,,,1,,,,,0,,,0cca6ee5-6d1c-4233-9420-859cf827700b,5/8/2024 6:37:23 PM,will.harrod,5/8/2024 6:37:23 PM,will.harrod,,-113.68425254,41.98126704
3,6e79da5e-fd11-4232-9d44-e88daf082234,11,09:41,1,,,,0,,,,,0,,,0cca6ee5-6d1c-4233-9420-859cf827700b,5/8/2024 6:37:23 PM,will.harrod,5/8/2024 6:37:23 PM,will.harrod,,-113.68710499,41.98111882
4,2a6d3315-44f8-4e1b-876a-bb69f4f662d1,04,11:30,2,,,,2,,,,,0,,,0cca6ee5-6d1c-4233-9420-859cf827700b,5/8/2024 6:37:23 PM,will.harrod,5/8/2024 6:37:23 PM,will.harrod,,-113.91502047,41.81041875
5,534bde94-f801-4832-a32e-9bfbd6c3bde4,01,06:45,9,,,,0,,,,,1,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.657601668744,41.5670872144439
6,194c7e7e-4a67-4492-9116-f6f5340d1802,02,06:58,9,,,,9,,,,,3,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.660392827942,41.5645545871158
7,d0a20dbb-c1ff-4e50-922d-ab0a68b00521,03,07:09,8,,,,0,,,,,3,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.657394610022,41.5646525859423
8,8629ca2c-38a5-4937-81b5-5d251c52e412,04,07:25,8,,,,3,,,,,2,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.654368660091,41.5647458280328
9,5f51659a-12cb-495e-b529-9457c7ce2334,07,07:36,8,,,,0,,,,,1,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.654227608629,41.5625291038234
10,26bc8641-6429-43c5-a79d-226e49cfdf2d,06,07:49,8,,,,25,,,,,2,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.657235847141,41.5624257617605
11,a127ffa9-889c-4f55-99a2-94c95033ea9c,05,08:02,7,,,,75,,,,,4,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.660244080084,41.5623113702074
12,a4ad9e07-193c-4dae-8d47-9913ab3f0b3d,08,08:15,8,,,,70,,,,,2,Obs 11 = nice,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.657111189073,41.560189442461
13,70bdf387-60ae-43ad-852c-47c50b06554f,09,08:27,7,,,,7,,,,,1,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.656959446061,41.557962711427
14,3f4f01eb-34d4-4e15-97da-74eb1ce7845a,10,08:38,8,,,,1,,,,,4,,,97c97f44-4c6d-40fd-ad5a-c10c26466611,5/9/2024 2:47:09 PM,reggleston,5/9/2024 2:47:09 PM,reggleston,,-113.65679728207,41.5557164808756
15,915c0a8e-76ad-46c5-ae05-19099387b4b7,01,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.626457,41.54965337
16,c84d8247-75d8-47a8-b63b-2028efd735ef,02,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62904317,41.54718243
17,e20c6ba0-91c8-47fb-be7a-8c15eb5c248b,03,07:50,1,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.626307,41.54735547
18,02577d81-4d0e-4256-9857-c47154ee06fc,04,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62327603,41.54759405
19,b82de65d-b20f-4913-895b-e4b6fc3a31c4,07,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62282919,41.54547506
20,e5f8e951-66d6-4a3f-b51c-35cb641b226f,06,07:50,1,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62576425,41.54505759
21,106c0ac1-ec7c-40b1-8750-ea03e7ba64fa,05,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62876355,41.54482165
22,6f94a3bd-49da-4b71-9af5-a44d8cafee6b,08,07:50,1,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62555088,41.54286882
23,523a9b82-810e-4336-b9d5-38e62389bf61,09,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62517042,41.5407616
24,71847060-2f5b-49cb-99dc-2c39088395a4,10,07:50,0,,,,0,,,,,0,,,d4eee6be-72c2-4636-94ee-2e54c96f2f25,5/9/2024 6:01:38 PM,will.harrod,5/9/2024 6:01:38 PM,will.harrod,,-113.62474442,41.53859296
25,26fa0fb2-75ca-405f-ac8a-a1ac34020549,05,07:31,2,,,,42,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71850843,41.57485698
26,85f2a3c7-61c6-4ae8-b07a-a720318a5097,01,07:45,2,,,,27,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71864141,41.57713572
27,40a5344b-6d1f-4fe7-a560-346c366d629f,02,07:55,2,,,,35,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71558028,41.5770993
28,959d5688-8dbc-4d66-b44e-7f226be62ad0,03,08:06,2,,,,63,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71255958,41.57722493
29,6c5ce984-0975-44c2-91b0-b625acf91b75,04,08:16,1,,,,47,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.7095469,41.57726024
30,7a14f431-367f-4b44-a49b-bce2c4baff96,08,08:29,2,,,,26,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70947152,41.57503128
31,2533cecb-b117-4325-982a-90367e2e3950,12,08:40,2,,,,19,,,,,0,Wind blowing hard from the north,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70937606,41.57280061
32,9e6a06b6-30e4-4b13-8e4e-2bf057927a6b,16,09:36,3,,,,42,,,,,0,Wind blowing hard from the north,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.70926565,41.57057804
33,81f3a889-fec2-47f1-ae95-e88c81b27634,15,09:36,2,,,,10,,,,,0,Heavy wind ,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71228228,41.57050124
34,cdb36a0a-68ce-4196-8465-a54431d5a54c,14,09:36,2,,,,9,,,,,3,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71525849,41.57038986
35,fbdee0f9-6143-4e6c-bb26-da0c32eb08d9,10,09:36,2,,,,10,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71540046,41.57265624
36,6bed0a6c-42e7-49b7-bdb3-d118427f4499,11,09:36,2,,,,5,,,,,6,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71236967,41.57273221
37,d3f28689-c9a6-447f-b753-01140a05d18e,07,09:50,2,,,,12,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71249462,41.57498938
38,c0440d4c-9d5c-4987-ade3-191406903334,06,10:01,2,,,,16,,,,,0,Strong gusts of wind,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71549721,41.57489812
39,00ec73ec-1184-4613-b1f0-dbeae0dc2816,09,10:13,2,,,,66,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71839414,41.57263917
40,38a4c7b9-0d29-4cd0-b603-a5be8597d8e3,13,10:25,1,,,,76,,,,,0,,,e64e1e9c-6170-492f-a1c6-720babdad008,5/9/2024 6:33:21 PM,will.harrod,5/9/2024 6:33:21 PM,will.harrod,,-113.71829988,41.57041996
41,a7be9f66-2267-465f-b1d9-f2304bf21cf0,15,06:36,1,,,,0,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713314506172,41.5298128089149
42,3792fcd5-8f3a-414b-a49f-61d53c26ab1d,16,06:47,0,,,,0,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710330017019,41.5298831363657
43,2c844f26-470c-4b77-952d-58846632647b,12,06:59,0,,,,60,,,,,10,Distances estimated due to being in a bowl that blocked rangefinder,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710447871036,41.5321295971227
44,b93d1030-7ac2-4cde-b427-c025ea820207,08,07:14,1,,,,2,,,,,1,Sagebrush returning after fire ~0.5m,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710579015291,41.5344192274164
45,016e3300-c1e2-4f73-a561-51cffca5df98,04,07:25,1,,,,0,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.710573437369,41.5366013648506
46,6106fe00-14cf-462b-b057-97d1b66ae14c,03,07:36,1,,,,0,,,,,3,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713676394713,41.5365454174712
47,b7be68e8-8bf4-4cf8-89f0-3f39c44c601d,07,07:47,1,,,,0,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713542061953,41.5342677414993
48,74f4ea96-6e49-4c39-b5e8-e98a88cec59c,11,07:57,1,,,,0,,,,,8,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.713490219422,41.5320220911991
49,a39846ce-5121-40f6-b327-faafabac25a5,10,08:07,0,,,,15,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716464655474,41.5320000189135
50,ce80c108-a062-4a35-af67-c58d196489c8,06,08:17,1,,,,2,,,,,1,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716600700984,41.5342878260341
51,c2dbbf46-d030-445f-b78c-ca4cfcba2de1,02,08:27,1,,,,3,,,,,4,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716682676571,41.5365089218309
52,94fc3df6-cf87-4d1d-a819-08cb0e83b401,01,08:37,0,,,,2,,,,,2,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719705708127,41.5363706846587
53,57a80625-0272-499b-9306-892e10fc9353,05,08:47,1,,,,3,,,,,9,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.71954751423,41.5340929082303
54,7182600c-bcf0-43ad-a690-d3d96e97a2ed,09,08:58,1,,,,3,,,,,10,Lewis’s Woodpecker!!!!!!!,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719486972035,41.5318149844881
55,479f4e14-15c3-4893-8acd-c5724fcff10e,13,09:13,1,,,,5,,,,,10,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.719447744366,41.5296549014777
56,09c2fc5a-234b-4908-8293-8f77e5c179cd,14,09:22,1,,,,9,,,,,6,,,36ed9ee8-1233-4d6d-90d6-01d1f876f09c,5/10/2024 12:52:18 AM,will.harrod,5/10/2024 12:52:18 AM,will.harrod,,-113.716299819074,41.5297590542772
57,0d434058-aeb0-4e0d-adeb-5fc57fd65e7a,08,06:33,1,,,,3,,,,,3,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.02796302,42.02362502
58,3b212b52-3a9a-40b2-a133-9414136aceab,04,06:47,1,,,,15,,,,,5,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.0280453,42.02589522
59,29b2c136-42a8-477f-941c-e3283c5a2e90,03,06:59,1,,,,46,,,,,2,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03102934,42.02586615
60,307ff752-6e8e-4366-99e9-169a45935f99,02,07:56,1,,,,72,,,,,8,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03397731,42.02578836
61,518dfdae-8b07-4e68-9c13-93311fb0f472,01,07:56,1,,,,78,,,,,4,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03693977,42.02573754
62,57677138-8f38-4557-b73c-dbd658a2a74b,05,07:56,0,,,,112,,,,,6,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03687608,42.0235372
63,359ab858-67f2-4f24-be4f-af8239391b18,06,08:09,1,,,,112,,,,,9,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03389689,42.02359386
64,b185cd27-099a-4424-a580-75de4be5cb18,10,08:22,0,,,,43,,,,,5,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03380775,42.02138757
65,f25c66fa-744f-4f76-800e-a5243412f51b,09,08:36,0,,,,148,,,,,7,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03677264,42.02133391
66,1aa0a2a5-7e5a-498e-a6df-d4a8f75a254c,13,08:49,1,,,,111,,,,,3,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03671541,42.01913087
67,5d6e4ccf-4315-49ea-be94-15bd603e171e,14,09:04,1,,,,98,,,,,2,Point is shown as an unburned area in field maps. This is incorrect. The area is burned,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03376388,42.01917482
68,bd84f770-91d7-4b6c-b59e-1a08463a8651,15,09:15,0,,,,0,,,,,2,,,668c8efd-e336-486d-a40b-1a43a71ad99d,5/10/2024 5:14:56 PM,will.harrod,5/10/2024 5:14:56 PM,will.harrod,,-113.03077142,42.01923853
