"","Grid.ID","Grid.Type","Visit.ID","Ord.Date","Year","Observer.ID","Mean.MAS","n.Points","Count","n.Observers","Observer.Year","Observer.Experience","Imputed","Mean.Birds"
"1","ID-B03","R","Y1-V1",171,"Y1","Austin",157.6875,16,0,1,"Austin Y1",1,FALSE,3.8125
"2","ID-B03","R","Y1-V2",181,"Y1","Ruger",154,16,0,1,"Ruger Y1",2,FALSE,5.4375
"3","ID-B03","R","Y2-V1",149,"Y2","Thea",185.3125,16,0,1,"Thea Y2",2,FALSE,7.5625
"4","ID-B03","R","Y2-V2",165,"Y2","Devin",146.5625,16,0,1,"Devin Y2",1,FALSE,6.8125
"5","ID-B03","R","Y3-V1",141,"Y3","Thomas",115.4375,16,0,1,"Thomas Y3",1,FALSE,5.5625
"6","ID-B03","R","Y3-V2",158,"Y3","Ben",103.1875,16,0,1,"Ben Y3",1,FALSE,11.25
"7","ID-B04","B","Y1-V1",178,"Y1","Ruger",152.375,16,0,1,"Ruger Y1",2,FALSE,5.3125
"8","ID-B04","B","Y1-V2",190,"Y1","Rory",167.8125,16,0,1,"Rory Y1",2,FALSE,8
"9","ID-B04","B","Y2-V1",158,"Y2","Thea",173.1875,16,0,1,"Thea Y2",2,FALSE,9.25
"10","ID-B04","B","Y2-V2",171,"Y2","Thea",164.6875,16,0,1,"Thea Y2",2,FALSE,5.5
"11","ID-B04","B","Y3-V1",143,"Y3","Ben",103.6875,16,0,1,"Ben Y3",1,FALSE,13.75
"12","ID-B04","B","Y3-V2",155,"Y3","Ben",111.375,16,0,1,"Ben Y3",1,FALSE,15.875
"13","ID-B07","B","Y1-V1",171,"Y1","Eliza",217.9375,16,0,1,"Eliza Y1",1,FALSE,5.0625
"14","ID-B07","B","Y1-V2",177,"Y1","Keramie",184.1875,16,1,1,"Keramie Y1",1,FALSE,3.9375
"15","ID-B07","B","Y2-V1",156,"Y2","Keramie",195.25,8,0,1,"Keramie Y2",1,FALSE,4.875
"16","ID-B07","B","Y2-V2",165,"Y2","Will",80.4375,16,0,1,"Will Y2",2,FALSE,9.1875
"17","ID-B07","B","Y3-V1",140,"Y3","Ben",150.6875,16,0,1,"Ben Y3",1,FALSE,8.25
"18","ID-B07","B","Y3-V2",154,"Y3","Aidan",123.5,16,0,1,"Aidan Y3",1,FALSE,8.625
"19","ID-B09","B","Y1-V1",163,"Y1","Austin",171.125,16,0,1,"Austin Y1",1,FALSE,4.125
"20","ID-B09","B","Y1-V2",170,"Y1","Ruger",227.25,16,0,1,"Ruger Y1",2,FALSE,4.625
"21","ID-B09","B","Y2-V1",151,"Y2","Keramie",218.3125,16,0,1,"Keramie Y2",1,FALSE,6.1
"22","ID-B09","B","Y2-V2",173,"Y2","Will",81.8888888888889,9,0,1,"Will Y2",2,FALSE,10.7777777777778
"23","ID-B09","B","Y3-V1",142,"Y3","Holden",86.5,16,0,2,"Holden Y3",1,FALSE,8.0625
"24","ID-B09","B","Y3-V2",165,"Y3","Aidan",133.1875,16,0,1,"Aidan Y3",1,FALSE,7.5625
"25","ID-B11","B","Y1-V1",177,"Y1","Rory",191.125,16,0,1,"Rory Y1",2,FALSE,5.625
"26","ID-B11","B","Y1-V2",198,"Y1","Rory",120.625,8,0,1,"Rory Y1",2,FALSE,10.125
"27","ID-B11","B","Y2-V1",135,"Y2","Will",144.875,16,0,1,"Will Y2",2,FALSE,8.5
"28","ID-B11","B","Y2-V2",156,"Y2","Andrew",166.5,16,0,1,"Andrew Y2",1,FALSE,3
"29","ID-B11","B","Y3-V1",140,"Y3","Emily",130,8,0,1,"Emily Y3",1,FALSE,9.125
"30","ID-B11","B","Y3-V2",154,"Y3","Holden",150.625,16,0,1,"Holden Y3",1,FALSE,3.6875
"31","ID-B12","B","Y1-V1",173,"Y1","Eliza",286.8,5,0,1,"Eliza Y1",1,FALSE,3.2
"32","ID-B12","B","Y1-V2",191,"Y1","Eoin",157.4375,16,0,1,"Eoin Y1",1,FALSE,2.42857142857143
"33","ID-B12","B","Y2-V1",151,"Y2","Andrew",136.4,15,0,1,"Andrew Y2",1,FALSE,5.6
"34","ID-B12","B","Y2-V2",162,"Y2","Will",117.9375,16,0,1,"Will Y2",2,FALSE,6.8125
"35","ID-B12","B","Y3-V1",136,"Y3","Emily",137.5625,16,0,1,"Emily Y3",1,FALSE,6.13333333333333
"36","ID-B12","B","Y3-V2",156,"Y3","Ben",132.875,16,0,1,"Ben Y3",1,FALSE,8.9375
"37","ID-B13","B","Y1-V1",180,"Y1","Ruger",158,16,0,1,"Ruger Y1",2,FALSE,4.9375
"38","ID-B13","B","Y1-V2",193,"Y1","Rory",280.083333333333,12,0,1,"Rory Y1",2,FALSE,6
"39","ID-B13","B","Y2-V1",157,"Y2","Rory",129.0625,16,0,1,"Rory Y2",2,FALSE,9.375
"40","ID-B13","B","Y2-V2",170,"Y2","Trey",136.625,16,0,1,"Trey Y2",2,FALSE,2.2
"41","ID-B13","B","Y3-V1",150,"Y3","Will",138,16,0,1,"Will Y3",2,FALSE,6.13333333333333
"42","ID-B13","B","Y3-V2",162,"Y3","Rory",145.875,16,0,1,"Rory Y3",2,FALSE,11.3125
"43","ID-B15","B","Y1-V1",173,"Y1","Eoin",160.625,16,0,1,"Eoin Y1",1,FALSE,2.9375
"44","ID-B15","B","Y1-V2",191,"Y1","Ruger",133.0625,16,0,1,"Ruger Y1",2,FALSE,5.6875
"45","ID-B15","B","Y2-V1",151,"Y2","Will",153.3125,16,0,1,"Will Y2",2,FALSE,10.9375
"46","ID-B15","B","Y2-V2",169,"Y2","Keramie",174.3,10,2,1,"Keramie Y2",1,FALSE,7
"47","ID-B15","B","Y3-V1",142,"Y3","Thomas",142,16,1,1,"Thomas Y3",1,FALSE,5.4375
"48","ID-B15","B","Y3-V2",165,"Y3","Holden",120.5,16,0,1,"Holden Y3",1,FALSE,3.1875
"49","ID-B16","B","Y1-V1",172,"Y1","Ruger",187.25,16,0,1,"Ruger Y1",2,FALSE,3.4
"50","ID-B16","B","Y1-V2",189,"Y1","Rory",201.4375,16,0,1,"Rory Y1",2,FALSE,3.6875
"51","ID-B16","B","Y2-V1",157,"Y2","Andrew",128.125,16,0,1,"Andrew Y2",1,FALSE,3.07142857142857
"52","ID-B16","B","Y2-V2",170,"Y2","Will",120.5,16,0,1,"Will Y2",2,FALSE,3.375
"53","ID-B16","B","Y3-V1",150,"Y3","Holden",172.066666666667,15,0,1,"Holden Y3",1,FALSE,3.93333333333333
"54","ID-B16","B","Y3-V2",162,"Y3","Ben",168.25,16,0,1,"Ben Y3",1,FALSE,9.25
"55","ID-B19","B","Y1-V1",172,"Y1","Austin",191.333333333333,15,0,2,"Austin Y1",1,FALSE,4.26666666666667
"56","ID-B19","B","Y1-V2",180,"Y1","Eoin",181.25,16,0,1,"Eoin Y1",1,FALSE,3.375
"57","ID-B19","B","Y2-V1",157,"Y2","Keramie",199.333333333333,9,0,1,"Keramie Y2",1,FALSE,6.71428571428571
"58","ID-B19","B","Y2-V2",170,"Y2","Andrew",85.4285714285714,14,0,1,"Andrew Y2",1,FALSE,4.35714285714286
"59","ID-B19","B","Y3-V1",150,"Y3","Emily",110.4375,16,0,1,"Emily Y3",1,FALSE,8
"60","ID-B19","B","Y3-V2",162,"Y3","Will",96.8125,16,0,1,"Will Y3",2,FALSE,13.5625
"61","ID-B21","B","Y1-V1",179,"Y1","Keramie",171.25,16,0,1,"Keramie Y1",1,FALSE,2.86666666666667
"62","ID-B21","B","Y1-V2",194,"Y1","Austin",174.4375,16,0,1,"Austin Y1",1,FALSE,2.75
"63","ID-B21","B","Y2-V1",150,"Y2","Trey",115.625,16,0,1,"Trey Y2",2,FALSE,6.8125
"64","ID-B21","B","Y2-V2",172,"Y2","Keramie",146.142857142857,14,1,1,"Keramie Y2",1,FALSE,6.71428571428571
"65","ID-B21","B","Y3-V1",130,"Y3","Ben",156.125,16,0,1,"Ben Y3",1,FALSE,10
"66","ID-B21","B","Y3-V2",151,"Y3","Rory",186.375,16,0,1,"Rory Y3",2,FALSE,13.1875
"67","ID-B22","B","Y1-V1",178,"Y1","Rory",169.0625,16,0,1,"Rory Y1",2,FALSE,9.875
"68","ID-B22","B","Y1-V2",188,"Y1","Rory",183.3125,16,0,1,"Rory Y1",2,FALSE,9
"69","ID-B22","B","Y2-V1",147,"Y2","Will",74.75,16,0,1,"Will Y2",2,FALSE,11.4375
"70","ID-B22","B","Y2-V2",171,"Y2","Andrew",64.7,10,0,1,"Andrew Y2",1,FALSE,2.7
"71","ID-B22","B","Y3-V1",144,"Y3","Will",82.625,16,0,1,"Will Y3",2,FALSE,13
"72","ID-B22","B","Y3-V2",155,"Y3","Rory",131.25,16,0,1,"Rory Y3",2,FALSE,12.75
"73","ID-B23","B","Y1-V1",179,"Y1","Rory",248.75,16,0,1,"Rory Y1",2,FALSE,6.0625
"74","ID-B23","B","Y1-V2",193,"Y1","Eoin",231.75,16,0,1,"Eoin Y1",1,FALSE,2.36363636363636
"75","ID-B23","B","Y2-V1",158,"Y2","Will",99.3125,16,0,1,"Will Y2",2,FALSE,8.5
"76","ID-B23","B","Y2-V2",165,"Y2","Anna",122.6875,16,0,1,"Anna Y2",1,FALSE,5.75
"77","ID-B23","B","Y3-V1",141,"Y3","Ben",164.5,16,0,1,"Ben Y3",1,FALSE,8.375
"78","ID-B23","B","Y3-V2",158,"Y3","Will",131.4375,16,0,1,"Will Y3",2,FALSE,9.3125
"79","ID-B24","B","Y1-V1",178,"Y1","Keramie",187.1875,16,1,1,"Keramie Y1",1,FALSE,5
"80","ID-B24","B","Y1-V2",194,"Y1","Ruger",175,16,0,1,"Ruger Y1",2,FALSE,3.625
"81","ID-B24","B","Y2-V1",150,"Y2","Thea",134.9375,16,0,1,"Thea Y2",2,FALSE,8.875
"82","ID-B24","B","Y2-V2",172,"Y2","Will",133.375,16,0,1,"Will Y2",2,FALSE,10.1875
"83","ID-B24","B","Y3-V1",143,"Y3","Thomas",118.8125,16,0,1,"Thomas Y3",1,FALSE,8.875
"84","ID-B24","B","Y3-V2",155,"Y3","Will",107.5,16,1,1,"Will Y3",2,FALSE,12.375
"85","ID-B26","B","Y1-V1",180,"Y1","Keramie",207.75,16,0,1,"Keramie Y1",1,FALSE,4.2
"86","ID-B26","B","Y1-V2",193,"Y1","Austin",173.0625,16,0,1,"Austin Y1",1,FALSE,2.25
"87","ID-B26","B","Y2-V1",157,"Y2","Thea",137.090909090909,11,0,1,"Thea Y2",2,FALSE,8.72727272727273
"88","ID-B26","B","Y2-V2",170,"Y2","Devin",160,16,0,1,"Devin Y2",1,FALSE,6.6875
"89","ID-B26","B","Y3-V1",150,"Y3","Aidan",113.0625,16,0,1,"Aidan Y3",1,FALSE,6.9375
"90","ID-B26","B","Y3-V2",162,"Y3","Thomas",96.3125,16,0,1,"Thomas Y3",1,FALSE,7.8125
"91","ID-B28","B","Y1-V1",177,"Y1","Austin",200.4375,16,1,1,"Austin Y1",1,FALSE,2.75
"92","ID-B28","B","Y1-V2",194,"Y1","Eoin",126.25,16,0,1,"Eoin Y1",1,FALSE,2.08333333333333
"93","ID-B28","B","Y2-V1",148,"Y2","Will",134.0625,16,0,1,"Will Y2",2,FALSE,10.625
"94","ID-B28","B","Y2-V2",171,"Y2","Keramie",157.875,8,0,1,"Keramie Y2",1,FALSE,7.375
"95","ID-B28","B","Y3-V1",142,"Y3","Ben",123.5625,16,0,1,"Ben Y3",1,FALSE,7.75
"96","ID-B28","B","Y3-V2",161,"Y3","Ben",137.75,16,0,1,"Ben Y3",1,FALSE,14.25
"97","ID-C03","R","Y1-V1",171,"Y1","Eoin",191.125,16,1,1,"Eoin Y1",1,FALSE,2.6
"98","ID-C03","R","Y1-V2",179,"Y1","Austin",153.5,16,0,1,"Austin Y1",1,FALSE,2.8125
"99","ID-C03","R","Y2-V1",149,"Y2","Devin",190,16,0,1,"Devin Y2",1,FALSE,6.1875
"100","ID-C03","R","Y2-V2",165,"Y2","Trey",131.4375,16,2,1,"Trey Y2",2,FALSE,4.5
"101","ID-C03","R","Y3-V1",141,"Y3","Emily",141.8125,16,4,1,"Emily Y3",1,FALSE,7.5625
"102","ID-C03","R","Y3-V2",158,"Y3","Holden",128.125,16,0,1,"Holden Y3",1,FALSE,4.0625
"103","ID-C04","R","Y1-V1",178,"Y1","Austin",150.8125,16,0,1,"Austin Y1",1,FALSE,4.625
"104","ID-C04","R","Y1-V2",192,"Y1","Ruger",133,16,0,1,"Ruger Y1",2,FALSE,5.25
"105","ID-C04","R","Y2-V1",150,"Y2","Will",120.25,16,0,1,"Will Y2",2,FALSE,11.125
"106","ID-C04","R","Y2-V2",171,"Y2","Devin",125.75,16,0,1,"Devin Y2",1,FALSE,4.6875
"107","ID-C04","R","Y3-V1",143,"Y3","Emily",104.75,16,0,1,"Emily Y3",1,FALSE,7.75
"108","ID-C04","R","Y3-V2",155,"Y3","Aidan",88.25,16,0,1,"Aidan Y3",1,FALSE,8.5625
"109","ID-C07","R","Y1-V1",171,"Y1","Keramie",204.125,16,0,1,"Keramie Y1",1,FALSE,3.4375
"110","ID-C07","R","Y1-V2",177,"Y1","Eoin",186,16,0,1,"Eoin Y1",1,FALSE,2.375
"111","ID-C07","R","Y2-V1",142,"Y2","Rory",138.625,16,0,1,"Rory Y2",2,FALSE,9.9375
"112","ID-C07","R","Y2-V2",156,"Y2","Thea",146.4,10,0,1,"Thea Y2",2,FALSE,8.8
"113","ID-C07","R","Y3-V1",140,"Y3","Will",125.625,16,0,1,"Will Y3",2,FALSE,10.0625
"114","ID-C07","R","Y3-V2",154,"Y3","Emily",140.1875,16,0,1,"Emily Y3",1,FALSE,9.1875
"115","ID-C09","R","Y1-V1",163,"Y1","Ruger",203.5625,16,0,1,"Ruger Y1",2,FALSE,7.3125
"116","ID-C09","R","Y1-V2",170,"Y1","Eliza",194.8125,16,0,1,"Eliza Y1",1,FALSE,6.25
"117","ID-C09","R","Y2-V1",169,"Y2","Thea",192.1875,16,0,1,"Thea Y2",2,FALSE,8.3125
"118","ID-C09","R","Y2-V2",176,"Y2","Rory",150.9375,16,0,2,"Rory Y2",2,FALSE,9.8125
"119","ID-C09","R","Y3-V1",165,"Y3","Will",108.75,16,0,1,"Will Y3",2,FALSE,12.5625
"120","ID-C09","R","Y3-V2",175,"Y3","Holden",170.375,16,0,1,"Holden Y3",1,FALSE,5.375
"121","ID-C11","R","Y1-V1",196,"Y1","Rory",211.25,16,0,1,"Rory Y1",2,TRUE,5.125
"122","ID-C11","R","Y1-V2",196,"Y1","Rory",211.25,16,0,1,"Rory Y1",2,FALSE,5.125
"123","ID-C11","R","Y2-V1",142,"Y2","Anna",116.875,16,0,1,"Anna Y2",1,FALSE,6.6875
"124","ID-C11","R","Y2-V2",156,"Y2","Trey",146.461538461538,13,0,1,"Trey Y2",2,FALSE,6
"125","ID-C11","R","Y3-V1",140,"Y3","Holden",156.8125,16,0,1,"Holden Y3",1,FALSE,3.3125
"126","ID-C11","R","Y3-V2",154,"Y3","Rory",150.375,16,0,1,"Rory Y3",2,FALSE,11.6875
"127","ID-C12","R","Y1-V1",173,"Y1","Ruger",180.625,16,0,1,"Ruger Y1",2,FALSE,6.5
"128","ID-C12","R","Y1-V2",191,"Y1","Austin",107.4375,16,1,1,"Austin Y1",1,FALSE,3.75
"129","ID-C12","R","Y2-V1",151,"Y2","Devin",159.5625,16,0,1,"Devin Y2",1,FALSE,6.6875
"130","ID-C12","R","Y2-V2",162,"Y2","Anna",102,16,0,1,"Anna Y2",1,FALSE,8.125
"131","ID-C12","R","Y3-V1",136,"Y3","Rory",133.0625,16,0,1,"Rory Y3",2,FALSE,14.0625
"132","ID-C12","R","Y3-V2",156,"Y3","Thomas",111.625,16,0,1,"Thomas Y3",1,FALSE,8.5
"133","ID-C13","R","Y1-V1",180,"Y1","Rory",174.6875,16,0,1,"Rory Y1",2,FALSE,10
"134","ID-C13","R","Y1-V2",193,"Y1","Keramie",220.1875,16,7,1,"Keramie Y1",1,FALSE,2.4
"135","ID-C13","R","Y2-V1",157,"Y2","Devin",129,14,0,1,"Devin Y2",1,FALSE,7.21428571428571
"136","ID-C13","R","Y2-V2",170,"Y2","Keramie",211,11,0,1,"Keramie Y2",1,FALSE,7.5
"137","ID-C13","R","Y3-V1",150,"Y3","Rory",128.4375,16,0,1,"Rory Y3",2,FALSE,13.5
"138","ID-C13","R","Y3-V2",162,"Y3","Holden",84.3076923076923,13,0,1,"Holden Y3",1,FALSE,4.92307692307692
"139","ID-C15","R","Y1-V1",173,"Y1","Austin",224.3125,16,0,1,"Austin Y1",1,FALSE,3.5
"140","ID-C15","R","Y1-V2",191,"Y1","Rory",194.5625,16,0,1,"Rory Y1",2,FALSE,12.0625
"141","ID-C15","R","Y2-V1",151,"Y2","Thea",176.25,16,0,1,"Thea Y2",2,FALSE,8.5
"142","ID-C15","R","Y2-V2",162,"Y2","Andrew",102.133333333333,15,0,1,"Andrew Y2",1,FALSE,7.06666666666667
"143","ID-C15","R","Y3-V1",136,"Y3","Thomas",102.25,16,0,1,"Thomas Y3",1,FALSE,7.875
"144","ID-C15","R","Y3-V2",156,"Y3","Will",99.875,16,0,1,"Will Y3",2,FALSE,13.1875
"145","ID-C16","R","Y1-V1",172,"Y1","Keramie",160.0625,16,0,1,"Keramie Y1",1,FALSE,2.875
"146","ID-C16","R","Y1-V2",181,"Y1","Rory",139.1875,16,0,1,"Rory Y1",2,FALSE,6.75
"147","ID-C16","R","Y2-V1",158,"Y2","Andrew",98.9375,16,0,1,"Andrew Y2",1,FALSE,5.85714285714286
"148","ID-C16","R","Y2-V2",170,"Y2","Thea",164.75,16,0,1,"Thea Y2",2,FALSE,5.75
"149","ID-C16","R","Y3-V1",141,"Y3","Holden",168.3125,16,0,2,"Holden Y3",1,FALSE,4.375
"150","ID-C16","R","Y3-V2",162,"Y3","Emily",93.1875,16,0,1,"Emily Y3",1,FALSE,9
"151","ID-C19","R","Y1-V1",172,"Y1","Eliza",207.0625,16,0,1,"Eliza Y1",1,FALSE,6.1875
"152","ID-C19","R","Y1-V2",180,"Y1","Austin",191.5625,16,0,1,"Austin Y1",1,FALSE,3.375
"153","ID-C19","R","Y2-V1",157,"Y2","Trey",154.9375,16,0,1,"Trey Y2",2,FALSE,5.3125
"154","ID-C19","R","Y2-V2",170,"Y2","Anna",120.625,16,0,1,"Anna Y2",1,FALSE,6.75
"155","ID-C19","R","Y3-V1",150,"Y3","Ben",104.4375,16,0,1,"Ben Y3",1,FALSE,11.125
"156","ID-C19","R","Y3-V2",162,"Y3","Aidan",101.0625,16,0,1,"Aidan Y3",1,FALSE,8.5625
"157","ID-C21","R","Y1-V1",179,"Y1","Ruger",129.9375,16,0,1,"Ruger Y1",2,FALSE,7.25
"158","ID-C21","R","Y1-V2",194,"Y1","Keramie",200.5625,16,4,1,"Keramie Y1",1,FALSE,4.4375
"159","ID-C21","R","Y2-V1",150,"Y2","Andrew",108.5625,16,1,1,"Andrew Y2",1,FALSE,5.5625
"160","ID-C21","R","Y2-V2",172,"Y2","Thea",123,16,0,1,"Thea Y2",2,FALSE,7.5
"161","ID-C21","R","Y3-V1",148,"Y3","Rory",163,16,0,1,"Rory Y3",2,FALSE,10
"162","ID-C21","R","Y3-V2",170,"Y3","Will",106.4375,16,1,1,"Will Y3",2,FALSE,8.5625
"163","ID-C22","R","Y1-V1",187,"Y1","Rory",192.1875,16,0,1,"Rory Y1",2,TRUE,8.8125
"164","ID-C22","R","Y1-V2",187,"Y1","Rory",192.1875,16,0,1,"Rory Y1",2,FALSE,8.8125
"165","ID-C22","R","Y2-V1",158,"Y2","Devin",142.125,16,0,1,"Devin Y2",1,FALSE,7.25
"166","ID-C22","R","Y2-V2",171,"Y2","Rory",130.875,16,0,1,"Rory Y2",2,FALSE,6.4375
"167","ID-C22","R","Y3-V1",137,"Y3","Rory",127.6875,16,0,1,"Rory Y3",2,FALSE,13.25
"168","ID-C22","R","Y3-V2",155,"Y3","Thomas",107.875,16,1,1,"Thomas Y3",1,FALSE,6.5
"169","ID-C23","R","Y1-V1",179,"Y1","Eoin",229.5625,16,0,1,"Eoin Y1",1,FALSE,2.64285714285714
"170","ID-C23","R","Y1-V2",193,"Y1","Ruger",222.1875,16,0,1,"Ruger Y1",2,FALSE,4
"171","ID-C23","R","Y2-V1",149,"Y2","Will",110.375,16,0,1,"Will Y2",2,FALSE,9.6875
"172","ID-C23","R","Y2-V2",165,"Y2","Andrew",92.4666666666667,15,0,1,"Andrew Y2",1,FALSE,6.2
"173","ID-C23","R","Y3-V1",141,"Y3","Will",141.25,16,0,1,"Will Y3",2,FALSE,12.5625
"174","ID-C23","R","Y3-V2",158,"Y3","Emily",144.875,16,0,1,"Emily Y3",1,FALSE,7.75
"175","ID-C24","R","Y1-V1",178,"Y1","Eoin",152.75,16,0,1,"Eoin Y1",1,FALSE,3.75
"176","ID-C24","R","Y1-V2",197,"Y1","Ruger",151,16,0,1,"Ruger Y1",2,FALSE,2.46153846153846
"177","ID-C24","R","Y2-V1",150,"Y2","Devin",140.5,16,0,1,"Devin Y2",1,FALSE,6.3125
"178","ID-C24","R","Y2-V2",172,"Y2","Anna",128.6875,16,0,1,"Anna Y2",1,FALSE,6.375
"179","ID-C24","R","Y3-V1",143,"Y3","Holden",103.75,16,0,1,"Holden Y3",1,FALSE,4.5625
"180","ID-C24","R","Y3-V2",155,"Y3","Emily",93.3125,16,0,1,"Emily Y3",1,FALSE,9.375
"181","ID-C26","R","Y1-V1",173,"Y1","Keramie",162.5,16,0,1,"Keramie Y1",1,FALSE,3.6875
