"","Point","Y1V1","Y2V1","Y1V2","Y2V2","Observed"
"465","ID-C24-P01",0,0,0,1,1
"466","ID-C24-P02",1,0,0,1,1
"467","ID-C24-P03",0,1,0,1,1
"468","ID-C24-P04",1,1,1,1,1
"469","ID-C24-P05",0,0,0,1,1
"470","ID-C24-P06",0,0,0,0,0
"471","ID-C24-P07",0,0,0,1,1
"472","ID-C24-P08",0,0,0,1,1
"473","ID-C24-P09",0,0,0,0,0
"474","ID-C24-P10",0,0,0,0,0
"475","ID-C24-P11",1,0,0,0,1
"476","ID-C24-P12",0,0,0,1,1
"477","ID-C24-P13",0,0,0,0,0
"478","ID-C24-P14",0,0,0,0,0
"479","ID-C24-P15",0,0,0,0,0
"480","ID-C24-P16",0,0,0,1,1
"481","ID-C26-P01",0,1,1,1,1
"482","ID-C26-P02",0,1,1,1,1
"483","ID-C26-P03",0,1,0,0,1
"484","ID-C26-P04",1,0,1,1,1
"485","ID-C26-P05",1,1,1,1,1
"486","ID-C26-P06",0,1,1,1,1
"487","ID-C26-P07",0,1,1,1,1
"488","ID-C26-P08",0,0,1,1,1
"489","ID-C26-P09",0,0,1,1,1
"490","ID-C26-P10",0,1,0,1,1
"491","ID-C26-P11",0,1,0,1,1
"492","ID-C26-P12",0,0,1,0,1
"493","ID-C26-P13",0,0,0,0,0
"494","ID-C26-P14",0,0,0,1,1
"495","ID-C26-P15",0,0,0,1,1
"496","ID-C26-P16",0,0,1,0,1
"497","ID-C28-P01",1,0,1,1,1
"498","ID-C28-P02",0,0,1,1,1
"499","ID-C28-P03",0,0,1,1,1
"500","ID-C28-P04",0,0,0,1,1
"501","ID-C28-P05",0,1,1,1,1
"502","ID-C28-P06",0,0,1,1,1
"503","ID-C28-P07",0,0,1,1,1
"504","ID-C28-P08",1,1,1,1,1
"505","ID-C28-P09",0,0,1,1,1
"506","ID-C28-P10",0,0,1,0,1
"507","ID-C28-P11",0,0,0,1,1
"508","ID-C28-P12",0,1,1,0,1
"509","ID-C28-P13",1,1,1,0,1
"510","ID-C28-P14",1,1,1,1,1
"511","ID-C28-P15",1,0,1,1,1
"512","ID-C28-P16",1,1,1,0,1
"513","UT-B01-P01",0,0,0,0,0
"514","UT-B01-P02",0,0,0,0,0
"515","UT-B01-P03",0,0,0,0,0
"516","UT-B01-P04",0,0,0,0,0
"517","UT-B01-P05",0,0,0,0,0
"518","UT-B01-P06",0,0,0,0,0
"519","UT-B01-P07",0,0,0,0,0
"520","UT-B01-P08",0,0,0,0,0
"521","UT-B01-P09",0,0,0,0,0
"522","UT-B01-P10",0,0,0,0,0
"523","UT-B01-P11",0,0,0,0,0
"524","UT-B01-P12",0,0,0,0,0
"525","UT-B01-P13",0,0,0,0,0
"526","UT-B01-P14",0,0,0,0,0
"527","UT-B01-P15",0,0,0,0,0
"528","UT-B01-P16",0,0,0,0,0
"529","UT-B02-P01",0,1,0,0,1
"530","UT-B02-P02",0,0,0,0,0
"531","UT-B02-P03",0,0,0,0,0
"532","UT-B02-P04",0,0,0,0,0
"533","UT-B02-P05",0,0,0,0,0
"534","UT-B02-P06",1,0,0,0,1
"535","UT-B02-P07",0,0,0,0,0
"536","UT-B02-P08",0,0,0,0,0
"537","UT-B02-P09",0,0,0,0,0
"538","UT-B02-P10",0,0,0,0,0
"539","UT-B05-P01",0,0,0,0,0
"540","UT-B05-P02",0,0,0,0,0
"541","UT-B05-P03",0,0,0,0,0
"542","UT-B05-P04",0,0,0,0,0
"543","UT-B05-P05",0,0,0,0,0
"544","UT-B05-P06",0,0,0,0,0
"545","UT-B05-P07",0,0,0,0,0
"546","UT-B05-P08",0,0,0,0,0
"547","UT-B05-P09",0,0,0,0,0
"548","UT-B05-P10",0,0,0,0,0
"549","UT-B05-P11",0,0,0,0,0
"550","UT-B05-P12",0,0,0,0,0
"551","UT-B05-P13",0,0,0,0,0
"552","UT-B05-P14",0,0,0,0,0
"553","UT-B05-P15",0,0,0,0,0
"554","UT-B05-P16",0,0,0,0,0
"555","UT-B06-P01",0,0,0,0,0
"556","UT-B06-P02",0,0,0,0,0
"557","UT-B06-P03",0,0,0,0,0
"558","UT-B06-P04",0,0,0,0,0
"559","UT-B06-P05",0,0,0,0,0
"560","UT-B06-P06",0,0,0,0,0
"561","UT-B06-P07",0,0,0,0,0
"562","UT-B06-P08",0,0,0,0,0
"563","UT-B06-P09",0,0,0,0,0
"564","UT-B06-P10",0,0,0,0,0
"565","UT-B06-P11",0,0,0,0,0
"566","UT-B06-P12",0,0,0,0,0
"567","UT-B06-P13",0,0,0,0,0
"568","UT-B06-P14",0,0,0,0,0
"569","UT-B06-P15",0,0,0,0,0
"570","UT-B06-P16",0,0,0,0,0
"571","UT-B08-P01",0,0,0,0,0
"572","UT-B08-P02",0,0,0,0,0
"573","UT-B08-P03",0,0,0,0,0
"574","UT-B08-P04",0,0,0,0,0
"575","UT-B08-P05",0,0,0,0,0
"576","UT-B08-P06",0,0,0,0,0
"577","UT-B08-P07",0,0,0,0,0
"578","UT-B08-P08",0,0,0,0,0
"579","UT-B08-P09",0,0,0,0,0
"580","UT-B08-P10",0,0,0,0,0
"581","UT-B08-P11",0,0,0,0,0
"582","UT-B08-P12",0,0,0,0,0
"583","UT-B08-P13",0,0,0,0,0
"584","UT-B08-P14",0,0,0,0,0
"585","UT-B08-P15",0,0,0,0,0
"586","UT-B08-P16",0,0,0,0,0
"587","UT-B15-P01",0,1,0,1,1
"588","UT-B15-P02",0,1,0,0,1
"589","UT-B15-P03",0,1,0,0,1
"590","UT-B15-P04",0,0,0,0,0
"591","UT-B15-P05",0,1,0,1,1
"592","UT-B15-P06",0,1,0,1,1
"593","UT-B15-P07",0,1,0,0,1
"594","UT-B15-P08",0,1,0,1,1
"595","UT-B15-P09",0,1,0,0,1
"596","UT-B15-P10",0,1,0,0,1
"597","UT-B15-P11",0,1,0,0,1
"598","UT-B15-P12",0,0,0,0,0
"599","UT-B15-P13",0,0,0,0,0
"600","UT-B15-P14",0,0,0,0,0
"601","UT-B15-P15",0,0,0,0,0
"602","UT-B15-P16",0,0,0,0,0
"603","UT-B16-P01",0,0,0,0,0
"604","UT-B16-P02",1,0,0,0,1
"605","UT-B16-P03",0,0,0,0,0
"606","UT-B16-P04",0,0,0,0,0
"607","UT-B16-P05",1,0,0,0,1
"608","UT-B16-P06",0,0,0,0,0
"609","UT-B16-P07",0,0,0,0,0
"610","UT-B16-P08",0,0,0,0,0
"611","UT-B16-P09",0,1,0,0,1
"612","UT-B16-P10",0,0,0,1,1
"613","UT-B16-P11",0,0,0,0,0
"614","UT-B16-P12",0,0,0,0,0
"615","UT-B16-P13",0,0,0,0,0
"616","UT-B16-P14",0,1,0,0,1
"617","UT-B16-P15",1,0,0,0,1
"618","UT-B16-P16",0,0,1,0,1
"619","UT-B17-P01",0,1,0,0,1
"620","UT-B17-P02",0,1,0,0,1
"621","UT-B17-P03",0,0,0,0,0
"622","UT-B17-P04",0,0,0,0,0
"623","UT-B17-P05",0,1,0,0,1
"624","UT-B17-P06",0,0,0,0,0
"625","UT-B17-P07",0,0,1,0,1
"626","UT-B17-P08",0,0,0,0,0
"627","UT-B17-P09",0,0,0,0,0
"628","UT-B17-P10",0,0,1,0,1
"629","UT-B17-P11",0,0,1,0,1
"630","UT-B19-P01",0,0,0,0,0
"631","UT-B19-P02",0,0,0,0,0
"632","UT-B19-P03",0,0,0,0,0
"633","UT-B19-P04",0,0,0,0,0
"634","UT-B19-P05",0,0,0,0,0
"635","UT-B19-P06",0,0,0,0,0
"636","UT-B19-P07",0,0,0,0,0
"637","UT-B19-P08",0,0,0,0,0
"638","UT-B19-P09",0,0,0,0,0
"639","UT-B19-P10",0,0,0,0,0
"640","UT-B19-P11",0,0,0,0,0
"641","UT-B19-P12",0,0,0,0,0
"642","UT-B19-P13",0,0,0,0,0
"643","UT-B19-P14",0,0,0,0,0
"644","UT-B19-P15",0,0,0,0,0
"645","UT-B19-P16",0,0,0,0,0
"646","UT-B22-P01",0,0,0,1,1
"647","UT-B22-P02",0,0,0,0,0
"648","UT-B22-P03",0,0,0,0,0
"649","UT-B22-P04",0,0,0,0,0
"650","UT-B22-P05",0,0,0,0,0
"651","UT-B22-P06",0,0,0,0,0
"652","UT-B22-P07",0,0,0,0,0
"653","UT-B22-P08",0,0,0,0,0
"654","UT-B22-P09",0,0,0,0,0
"655","UT-B22-P10",0,0,0,0,0
"656","UT-B22-P11",0,0,0,1,1
"657","UT-B22-P12",0,0,1,1,1
"658","UT-B24-P01",0,1,0,1,1
"659","UT-B24-P02",1,1,0,1,1
"660","UT-B24-P03",0,1,0,1,1
"661","UT-B24-P04",0,1,0,1,1
"662","UT-B24-P05",1,0,0,1,1
"663","UT-B24-P06",1,1,1,1,1
"664","UT-B24-P07",1,0,0,1,1
"665","UT-B24-P08",1,0,0,1,1
"666","UT-B24-P09",0,1,1,1,1
"667","UT-B24-P10",0,1,1,1,1
"668","UT-B24-P11",1,1,1,1,1
"669","UT-B24-P12",0,1,1,1,1
"670","UT-B24-P13",1,1,0,1,1
"671","UT-B24-P14",1,1,0,0,1
"672","UT-B24-P15",0,1,0,0,1
"673","UT-B24-P16",1,1,0,1,1
"674","UT-B25-P01",0,0,0,0,0
"675","UT-B25-P02",0,0,0,0,0
"676","UT-B25-P03",0,0,0,0,0
"677","UT-B25-P04",0,0,0,0,0
"678","UT-B25-P05",0,0,0,0,0
"679","UT-B25-P06",0,0,0,0,0
"680","UT-B25-P07",0,0,0,0,0
"681","UT-B25-P08",0,0,0,0,0
"682","UT-B25-P09",0,0,0,0,0
"683","UT-B25-P10",0,0,0,0,0
"684","UT-B25-P11",0,0,0,0,0
"685","UT-B25-P12",0,0,0,0,0
"686","UT-B25-P13",0,0,0,0,0
"687","UT-B25-P14",0,0,0,0,0
"688","UT-B27-P01",0,0,0,0,0
"689","UT-B27-P02",0,0,0,0,0
"690","UT-B27-P03",0,0,0,0,0
"691","UT-B27-P04",0,0,0,0,0
"692","UT-B27-P05",0,0,0,0,0
"693","UT-B27-P06",0,0,0,0,0
"694","UT-B27-P07",0,0,0,0,0
"695","UT-B27-P08",0,0,0,0,0
"696","UT-B27-P09",0,0,0,0,0
"697","UT-B27-P10",0,0,0,0,0
"698","UT-B27-P11",0,0,0,0,0
"699","UT-B27-P12",0,0,0,0,0
"700","UT-B27-P13",0,0,0,0,0
"701","UT-B27-P14",0,0,0,0,0
"702","UT-B27-P15",0,0,0,0,0
"703","UT-B27-P16",0,0,0,0,0
"704","UT-B30-P01",0,0,0,0,0
"705","UT-B30-P02",0,0,0,0,0
"706","UT-B30-P03",0,0,0,0,0
"707","UT-B30-P04",0,0,0,0,0
"708","UT-B30-P05",0,0,0,0,0
"709","UT-B30-P06",0,0,0,0,0
"710","UT-B30-P07",0,0,0,0,0
"711","UT-B30-P08",0,0,0,0,0
"712","UT-B30-P09",0,0,0,0,0
"713","UT-B30-P10",0,0,0,0,0
"714","UT-B30-P11",0,0,0,0,0
"715","UT-B30-P12",0,0,0,0,0
"716","UT-B30-P13",0,0,0,0,0
"717","UT-B30-P14",0,0,0,0,0
"718","UT-B30-P15",0,0,0,0,0
"719","UT-B30-P16",0,0,0,0,0
"720","UT-C01-P01",1,1,0,0,1
"721","UT-C01-P02",0,0,0,0,0
"722","UT-C01-P03",0,0,1,0,1
"723","UT-C01-P04",0,0,0,0,0
"724","UT-C01-P05",0,0,1,0,1
"725","UT-C01-P06",0,0,1,0,1
"726","UT-C01-P07",0,1,0,1,1
"727","UT-C01-P08",0,0,0,0,0
"728","UT-C01-P09",0,0,0,0,0
"729","UT-C01-P10",0,1,0,0,1
"730","UT-C01-P11",1,0,0,1,1
"731","UT-C01-P12",0,0,0,0,0
"732","UT-C01-P13",0,0,0,0,0
"733","UT-C01-P14",0,0,0,0,0
"734","UT-C01-P15",0,0,0,0,0
"735","UT-C01-P16",0,0,0,0,0
"736","UT-C02-P01",1,0,0,0,1
"737","UT-C02-P02",0,0,0,1,1
"738","UT-C02-P03",0,0,0,0,0
"739","UT-C02-P04",0,0,0,0,0
"740","UT-C02-P05",0,0,0,0,0
"741","UT-C02-P06",0,0,0,0,0
"742","UT-C02-P07",0,0,0,0,0
"743","UT-C02-P08",0,0,0,0,0
"744","UT-C02-P09",0,0,0,0,0
"745","UT-C02-P10",0,0,0,0,0
"746","UT-C05-P01",0,0,0,0,0
"747","UT-C05-P02",0,0,0,0,0
"748","UT-C05-P03",0,0,0,0,0
"749","UT-C05-P04",0,0,0,0,0
"750","UT-C05-P05",0,0,0,0,0
"751","UT-C05-P06",0,0,0,1,1
"752","UT-C05-P07",0,0,0,0,0
"753","UT-C05-P08",0,0,0,0,0
"754","UT-C05-P09",0,0,0,1,1
"755","UT-C05-P10",0,0,0,1,1
"756","UT-C05-P11",0,0,0,0,0
"757","UT-C05-P12",0,0,0,0,0
"758","UT-C05-P13",0,1,0,1,1
"759","UT-C05-P14",0,0,0,0,0
"760","UT-C05-P15",0,0,0,0,0
"761","UT-C05-P16",0,0,0,0,0
"762","UT-C06-P01",0,0,0,0,0
"763","UT-C06-P02",0,0,0,0,0
"764","UT-C06-P03",0,0,0,0,0
"765","UT-C06-P04",0,0,0,0,0
"766","UT-C06-P05",0,0,0,0,0
"767","UT-C06-P06",0,0,0,0,0
"768","UT-C06-P07",0,0,0,0,0
"769","UT-C06-P08",0,0,0,0,0
"770","UT-C06-P09",0,0,0,0,0
"771","UT-C06-P10",0,0,0,0,0
"772","UT-C06-P11",0,0,0,0,0
"773","UT-C06-P12",0,0,0,0,0
"774","UT-C06-P13",0,0,0,0,0
"775","UT-C06-P14",0,0,0,0,0
"776","UT-C06-P15",0,0,0,0,0
"777","UT-C06-P16",0,0,0,0,0
"778","UT-C08-P01",0,0,0,0,0
"779","UT-C08-P02",0,0,0,0,0
"780","UT-C08-P03",0,0,0,0,0
"781","UT-C08-P04",0,0,0,0,0
"782","UT-C08-P05",0,0,0,0,0
"783","UT-C08-P06",0,0,0,0,0
"784","UT-C08-P07",0,0,0,0,0
"785","UT-C08-P08",0,0,0,0,0
"786","UT-C08-P09",0,0,0,0,0
"787","UT-C08-P10",0,0,0,0,0
"788","UT-C08-P11",0,0,0,0,0
"789","UT-C08-P12",0,0,0,0,0
"790","UT-C08-P13",0,0,0,0,0
"791","UT-C08-P14",0,0,0,0,0
"792","UT-C08-P15",0,0,0,0,0
"793","UT-C08-P16",0,0,0,0,0
"794","UT-C15-P01",0,0,0,0,0
"795","UT-C15-P02",0,0,0,0,0
"796","UT-C15-P03",0,0,0,0,0
"797","UT-C15-P04",0,0,0,0,0
"798","UT-C15-P05",0,0,0,0,0
"799","UT-C15-P06",0,0,0,0,0
"800","UT-C15-P07",0,0,0,0,0
"801","UT-C15-P08",0,0,0,0,0
"802","UT-C15-P09",0,0,0,0,0
"803","UT-C15-P10",0,1,0,0,1
"804","UT-C15-P11",1,0,0,0,1
"805","UT-C15-P12",1,0,0,0,1
"806","UT-C15-P13",0,0,0,1,1
"807","UT-C15-P14",1,1,0,1,1
"808","UT-C15-P15",1,0,0,0,1
"809","UT-C15-P16",1,0,0,0,1
"810","UT-C16-P01",0,0,0,0,0
"811","UT-C16-P02",0,0,0,0,0
"812","UT-C16-P03",0,0,0,0,0
"813","UT-C16-P04",0,1,0,0,1
"814","UT-C16-P05",1,0,1,0,1
"815","UT-C16-P06",1,0,1,0,1
"816","UT-C16-P07",1,0,1,0,1
"817","UT-C16-P08",1,0,1,0,1
"818","UT-C16-P09",1,0,0,0,1
"819","UT-C16-P10",0,0,0,0,0
"820","UT-C16-P11",0,0,0,0,0
"821","UT-C16-P12",1,0,1,0,1
"822","UT-C16-P13",1,0,1,0,1
"823","UT-C16-P14",1,0,1,0,1
"824","UT-C16-P15",1,0,1,0,1
"825","UT-C16-P16",0,0,0,0,0
"826","UT-C17-P01",0,1,0,0,1
"827","UT-C17-P02",1,1,0,1,1
"828","UT-C17-P03",1,0,0,1,1
"829","UT-C17-P04",1,0,0,1,1
"830","UT-C17-P05",1,1,0,0,1
"831","UT-C17-P06",1,0,1,1,1
"832","UT-C17-P07",1,1,1,0,1
"833","UT-C17-P08",1,0,1,1,1
"834","UT-C17-P09",1,0,1,1,1
"835","UT-C17-P10",1,0,1,0,1
"836","UT-C17-P11",1,1,1,0,1
"837","UT-C19-P01",1,1,0,1,1
"838","UT-C19-P02",1,1,0,1,1
"839","UT-C19-P03",0,0,0,1,1
"840","UT-C19-P04",1,1,0,1,1
"841","UT-C19-P05",1,0,0,1,1
"842","UT-C19-P06",0,1,0,1,1
"843","UT-C19-P07",0,1,0,1,1
"844","UT-C19-P08",1,1,1,1,1
"845","UT-C19-P09",1,0,1,1,1
"846","UT-C19-P10",1,0,0,1,1
"847","UT-C19-P11",1,1,1,1,1
"848","UT-C19-P12",1,1,0,1,1
"849","UT-C19-P13",1,0,0,1,1
"850","UT-C19-P14",0,0,0,1,1
"851","UT-C19-P15",1,1,1,1,1
"852","UT-C19-P16",1,1,1,1,1
"853","UT-C22-P01",0,1,0,0,1
"854","UT-C22-P02",0,0,0,0,0
"855","UT-C22-P03",0,0,0,1,1
"856","UT-C22-P04",0,1,1,0,1
"857","UT-C22-P05",0,0,0,1,1
"858","UT-C22-P06",0,0,0,0,0
"859","UT-C22-P07",0,0,1,0,1
"860","UT-C22-P08",0,0,1,0,1
"861","UT-C22-P09",0,0,1,1,1
"862","UT-C22-P10",1,1,0,1,1
"863","UT-C22-P11",1,0,0,0,1
"864","UT-C22-P12",0,0,1,1,1
"865","UT-C24-P01",0,0,0,0,0
"866","UT-C24-P02",0,1,0,1,1
"867","UT-C24-P03",0,0,0,1,1
"868","UT-C24-P04",0,1,0,0,1
"869","UT-C24-P05",0,0,0,0,0
"870","UT-C24-P06",0,1,0,0,1
"871","UT-C24-P07",0,0,0,0,0
"872","UT-C24-P08",0,1,0,1,1
"873","UT-C24-P09",0,0,0,0,0
"874","UT-C24-P10",0,0,0,0,0
"875","UT-C24-P11",0,0,0,0,0
"876","UT-C24-P12",0,0,0,0,0
"877","UT-C24-P13",0,0,0,0,0
"878","UT-C24-P14",0,0,0,0,0
"879","UT-C24-P15",0,0,0,1,1
"880","UT-C24-P16",0,0,0,0,0
"881","UT-C25-P01",0,0,0,0,0
"882","UT-C25-P02",1,0,0,0,1
"883","UT-C25-P03",0,1,0,0,1
"884","UT-C25-P04",0,0,0,0,0
"885","UT-C25-P05",0,1,0,0,1
"886","UT-C25-P06",0,0,0,0,0
"887","UT-C25-P07",1,0,0,0,1
"888","UT-C25-P08",0,1,0,0,1
"889","UT-C25-P09",0,1,0,1,1
"890","UT-C25-P10",0,1,0,0,1
"891","UT-C25-P11",0,0,0,0,0
"892","UT-C25-P12",0,0,0,0,0
"893","UT-C25-P13",0,0,0,0,0
"894","UT-C25-P14",0,0,0,1,1
"895","UT-C27-P01",1,0,0,1,1
"896","UT-C27-P02",1,0,0,0,1
"897","UT-C27-P03",0,0,0,0,0
"898","UT-C27-P04",0,0,0,0,0
"899","UT-C27-P05",0,1,0,0,1
"900","UT-C27-P06",0,0,0,0,0
"901","UT-C27-P07",0,0,0,0,0
"902","UT-C27-P08",0,0,0,0,0
"903","UT-C27-P09",0,0,0,0,0
"904","UT-C27-P10",0,0,0,0,0
"905","UT-C27-P11",0,0,0,0,0
"906","UT-C27-P12",0,0,0,0,0
"907","UT-C27-P13",0,0,0,0,0
"908","UT-C27-P14",1,1,0,1,1
"909","UT-C27-P15",1,1,0,0,1
"910","UT-C27-P16",1,1,0,0,1
"911","UT-C30-P01",0,0,0,0,0
"912","UT-C30-P02",0,0,0,0,0
"913","UT-C30-P03",0,0,0,0,0
"914","UT-C30-P04",0,0,0,0,0
"915","UT-C30-P05",1,0,0,1,1
"916","UT-C30-P06",0,0,1,1,1
"917","UT-C30-P07",0,0,0,0,0
"918","UT-C30-P08",0,0,0,0,0
"919","UT-C30-P09",0,1,0,1,1
"920","UT-C30-P10",0,1,0,1,1
"921","UT-C30-P11",0,1,0,0,1
"922","UT-C30-P12",0,0,0,0,0
"923","UT-C30-P13",0,1,0,0,1
"924","UT-C30-P14",0,1,0,1,1
"925","UT-C30-P15",0,0,0,0,0
"926","UT-C30-P16",0,0,0,0,0
