"","Full.Point.ID","Point.ID","Route.ID","UTM.X","UTM.Y","Geo.X","Geo.Y","Route.Type"
"248","ID-B28-P12","12","ID-B28",273216.7188,4654543.537,-113.7386873,42.01025959,"B"
"249","ID-B28-P05","05","ID-B28",272477.4492,4654781.098,-113.747697,42.01218348,"B"
"250","ID-B28-P06","06","ID-B28",272723.0533,4654783.468,-113.7447352,42.01227575,"B"
"251","ID-B28-P07","07","ID-B28",272968.6566,4654785.848,-113.7417733,42.01236801,"B"
"252","ID-B28-P08","08","ID-B28",273214.2592,4654788.236,-113.7388115,42.01246027,"B"
"253","ID-B28-P01","01","ID-B28",272475.0156,4655025.79,-113.7478212,42.0143841,"B"
"254","ID-B28-P02","02","ID-B28",272720.6113,4655028.16,-113.7448593,42.01447636,"B"
"255","ID-B28-P03","03","ID-B28",272966.2061,4655030.539,-113.7418975,42.01456862,"B"
"256","ID-B28-P04","04","ID-B28",273211.8002,4655032.926,-113.7389357,42.01466088,"B"
"257","ID-B29-P13","13","ID-B29",286169.8522,4683756.427,-113.5931322,42.27671934,"B"
"258","ID-B29-P14","14","ID-B29",286419.8522,4683756.427,-113.5901035,42.27678783,"B"
"259","ID-B29-P15","15","ID-B29",286669.8522,4683756.427,-113.5870747,42.27685624,"B"
"260","ID-B29-P16","16","ID-B29",286919.8522,4683756.427,-113.5840459,42.27692457,"B"
"261","ID-B29-P09","09","ID-B29",286169.8522,4684006.427,-113.5932245,42.27896859,"B"
"262","ID-B29-P10","10","ID-B29",286419.8522,4684006.427,-113.5901956,42.27903709,"B"
"263","ID-B29-P11","11","ID-B29",286669.8522,4684006.427,-113.5871668,42.2791055,"B"
"264","ID-B29-P12","12","ID-B29",286919.8522,4684006.427,-113.5841379,42.27917383,"B"
"265","ID-B29-P05","05","ID-B29",286169.8522,4684256.427,-113.5933168,42.28121784,"B"
"266","ID-B29-P06","06","ID-B29",286419.8522,4684256.427,-113.5902878,42.28128634,"B"
"267","ID-B29-P07","07","ID-B29",286669.8522,4684256.427,-113.5872588,42.28135476,"B"
"268","ID-B29-P08","08","ID-B29",286919.8522,4684256.427,-113.5842299,42.28142309,"B"
"269","ID-B29-P01","01","ID-B29",286169.8522,4684506.427,-113.5934091,42.28346708,"B"
"270","ID-B29-P02","02","ID-B29",286419.8522,4684506.427,-113.59038,42.28353559,"B"
"271","ID-B29-P03","03","ID-B29",286669.8522,4684506.427,-113.5873509,42.28360401,"B"
"272","ID-B29-P04","04","ID-B29",286919.8522,4684506.427,-113.5843218,42.28367236,"B"
"273","ID-B30-P13","13","ID-B30",292169.8522,4686756.427,-113.5215165,42.30533342,"B"
"274","ID-B30-P14","14","ID-B30",292419.8522,4686756.427,-113.5184862,42.30540006,"B"
"275","ID-B30-P15","15","ID-B30",292669.8522,4686756.427,-113.5154559,42.30546661,"B"
"276","ID-B30-P16","16","ID-B30",292919.8522,4686756.427,-113.5124256,42.30553308,"B"
"277","ID-B30-P09","09","ID-B30",292169.8522,4687006.427,-113.5216063,42.30758279,"B"
"278","ID-B30-P10","10","ID-B30",292419.8522,4687006.427,-113.5185759,42.30764942,"B"
"279","ID-B30-P11","11","ID-B30",292669.8522,4687006.427,-113.5155455,42.30771598,"B"
"280","ID-B30-P12","12","ID-B30",292919.8522,4687006.427,-113.5125151,42.30778246,"B"
"281","ID-B30-P05","05","ID-B30",292169.8522,4687256.427,-113.5216961,42.30983215,"B"
"282","ID-B30-P06","06","ID-B30",292419.8522,4687256.427,-113.5186656,42.30989879,"B"
"283","ID-B30-P07","07","ID-B30",292669.8522,4687256.427,-113.5156351,42.30996535,"B"
"284","ID-B30-P08","08","ID-B30",292919.8522,4687256.427,-113.5126046,42.31003184,"B"
"285","ID-B30-P01","01","ID-B30",292169.8522,4687506.427,-113.521786,42.31208151,"B"
"286","ID-B30-P02","02","ID-B30",292419.8522,4687506.427,-113.5187554,42.31214816,"B"
"287","ID-B30-P03","03","ID-B30",292669.8522,4687506.427,-113.5157248,42.31221472,"B"
"288","ID-B30-P04","04","ID-B30",292919.8522,4687506.427,-113.5126941,42.31228121,"B"
"289","ID-C03-P13","13","ID-C03",315099.3172,4662173.785,-113.2357274,42.08988148,"R"
"290","ID-C03-P14","14","ID-C03",315344.1068,4662158.537,-113.2327649,42.08980187,"R"
"291","ID-C03-P15","15","ID-C03",315588.897,4662143.298,-113.2298024,42.08972226,"R"
"292","ID-C03-P16","16","ID-C03",315833.6879,4662128.067,-113.2268399,42.08964264,"R"
"293","ID-C03-P09","09","ID-C03",315114.5777,4662417.663,-113.2356201,42.09207989,"R"
"294","ID-C03-P10","10","ID-C03",315359.359,4662402.416,-113.2326576,42.09200028,"R"
"295","ID-C03-P11","11","ID-C03",315604.1407,4662387.177,-113.2296951,42.09192068,"R"
"296","ID-C03-P12","12","ID-C03",315848.923,4662371.948,-113.2267326,42.09184107,"R"
"297","ID-C03-P05","05","ID-C03",315129.8377,4662661.533,-113.2355128,42.09427823,"R"
"298","ID-C03-P06","06","ID-C03",315374.6105,4662646.286,-113.2325503,42.09419862,"R"
"299","ID-C03-P07","07","ID-C03",315619.3839,4662631.049,-113.2295878,42.09411902,"R"
"300","ID-C03-P08","08","ID-C03",315864.1577,4662615.819,-113.2266253,42.09403942,"R"
"301","ID-C03-P01","01","ID-C03",315145.0973,4662905.395,-113.2354055,42.09647649,"R"
"302","ID-C03-P02","02","ID-C03",315389.8615,4662890.149,-113.232443,42.09639689,"R"
"303","ID-C03-P03","03","ID-C03",315634.6264,4662874.911,-113.2294805,42.09631729,"R"
"304","ID-C03-P04","04","ID-C03",315879.3918,4662859.682,-113.226518,42.09623769,"R"
"305","ID-C04-P13","13","ID-C04",336807.9837,4658262.538,-112.9723081,42.05948861,"R"
"306","ID-C04-P14","14","ID-C04",337053.3419,4658263.035,-112.9693446,42.05954399,"R"
"307","ID-C04-P15","15","ID-C04",337298.6997,4658263.54,-112.9663811,42.05959937,"R"
"308","ID-C04-P16","16","ID-C04",337544.0569,4658264.053,-112.9634176,42.05965475,"R"
"309","ID-C04-P09","09","ID-C04",336807.448,4658506.985,-112.9723827,42.06168882,"R"
"310","ID-C04-P10","10","ID-C04",337052.7978,4658507.481,-112.9694192,42.0617442,"R"
"311","ID-C04-P11","11","ID-C04",337298.147,4658507.986,-112.9664557,42.06179958,"R"
"312","ID-C04-P12","12","ID-C04",337543.4957,4658508.499,-112.9634922,42.06185496,"R"
"313","ID-C04-P05","05","ID-C04",336806.9128,4658751.424,-112.9724573,42.06388896,"R"
"314","ID-C04-P06","06","ID-C04",337052.254,4658751.92,-112.9694938,42.06394434,"R"
"315","ID-C04-P07","07","ID-C04",337297.5948,4658752.424,-112.9665303,42.06399971,"R"
"316","ID-C04-P08","08","ID-C04",337542.9351,4658752.936,-112.9635668,42.06405509,"R"
"317","ID-C04-P01","01","ID-C04",336806.3779,4658995.855,-112.9725319,42.06608902,"R"
"318","ID-C04-P02","02","ID-C04",337051.7108,4658996.35,-112.9695684,42.0661444,"R"
"319","ID-C04-P03","03","ID-C04",337297.043,4658996.853,-112.9666049,42.06619977,"R"
"320","ID-C04-P04","04","ID-C04",337542.3749,4658997.365,-112.9636414,42.06625514,"R"
"321","ID-C07-P13","13","ID-C07",299914.6816,4668738.181,-113.421428,42.14522813,"R"
"322","ID-C07-P14","14","ID-C07",300159.7437,4668739.909,-113.4184654,42.14530621,"R"
"323","ID-C07-P15","15","ID-C07",300404.805,4668741.646,-113.4155029,42.1453843,"R"
"324","ID-C07-P16","16","ID-C07",300649.8658,4668743.391,-113.4125403,42.14546238,"R"
"325","ID-C07-P09","09","ID-C07",299912.9003,4668982.337,-113.4215333,42.14742468,"R"
"326","ID-C07-P10","10","ID-C07",300157.9539,4668984.064,-113.4185707,42.14750276,"R"
"327","ID-C07-P11","11","ID-C07",300403.0067,4668985.8,-113.4156082,42.14758084,"R"
"328","ID-C07-P12","12","ID-C07",300648.059,4668987.545,-113.4126456,42.14765892,"R"
"329","ID-C07-P05","05","ID-C07",299911.1196,4669226.484,-113.4216386,42.14962115,"R"
"330","ID-C07-P06","06","ID-C07",300156.1647,4669228.211,-113.4186761,42.14969923,"R"
"331","ID-C07-P07","07","ID-C07",300401.2092,4669229.946,-113.4157135,42.14977731,"R"
"332","ID-C07-P08","08","ID-C07",300646.253,4669231.69,-113.4127509,42.14985539,"R"
"333","ID-C07-P01","01","ID-C07",299909.3395,4669470.622,-113.4217439,42.15181754,"R"
"334","ID-C07-P02","02","ID-C07",300154.3762,4669472.349,-113.4187814,42.15189562,"R"
"335","ID-C07-P03","03","ID-C07",300399.4122,4669474.083,-113.4158188,42.1519737,"R"
"336","ID-C07-P04","04","ID-C07",300644.4475,4669475.827,-113.4128562,42.15205177,"R"
"337","ID-C09-P01","01","ID-C09",261041.6923,4654917.001,-113.8856914,42.01001857,"R"
"338","ID-C09-P13","13","ID-C09",261041.6866,4654173.532,-113.885389,42.0033309,"R"
"339","ID-C09-P14","14","ID-C09",261293.4465,4654173.395,-113.8823527,42.00340601,"R"
"340","ID-C09-P15","15","ID-C09",261545.2075,4654173.259,-113.8793164,42.00348105,"R"
"341","ID-C09-P16","16","ID-C09",261796.9694,4654173.125,-113.8762801,42.00355602,"R"
"342","ID-C09-P09","09","ID-C09",261040.8042,4654421.936,-113.8855007,42.00556508,"R"
"343","ID-C09-P10","10","ID-C09",261292.5634,4654421.801,-113.8824643,42.00564021,"R"
"344","ID-C09-P11","11","ID-C09",261544.3234,4654421.666,-113.8794279,42.00571526,"R"
"345","ID-C09-P12","12","ID-C09",261796.0843,4654421.532,-113.8763915,42.00579025,"R"
"346","ID-C09-P05","05","ID-C09",261039.9212,4654670.342,-113.8856124,42.00779927,"R"
"347","ID-C09-P06","06","ID-C09",261291.6796,4654670.207,-113.8825759,42.00787441,"R"
"348","ID-C09-P07","07","ID-C09",261543.4387,4654670.073,-113.8795394,42.00794948,"R"
"349","ID-C09-P08","08","ID-C09",261795.1988,4654669.94,-113.8765029,42.00802449,"R"
"350","ID-C09-P02","02","ID-C09",261290.7951,4654918.613,-113.8826876,42.01010862,"R"
"351","ID-C09-P03","03","ID-C09",261542.5535,4654918.481,-113.879651,42.01018371,"R"
"352","ID-C09-P04","04","ID-C09",261794.3128,4654918.349,-113.8766144,42.01025873,"R"
"353","ID-C11-P13","13","ID-C11",298784.653,4667750.638,-113.4347509,42.13605258,"R"
"354","ID-C11-P14","14","ID-C11",299029.7577,4667751.101,-113.4317879,42.13611962,"R"
"355","ID-C11-P15","15","ID-C11",299274.8619,4667751.571,-113.4288248,42.13618665,"R"
"356","ID-C11-P16","16","ID-C11",299519.9656,4667752.051,-113.4258618,42.13625369,"R"
"357","ID-C11-P09","09","ID-C11",298784.1417,4667994.836,-113.4348413,42.13824981,"R"
"358","ID-C11-P10","10","ID-C11",299029.2381,4667995.297,-113.4318783,42.13831684,"R"
"359","ID-C11-P11","11","ID-C11",299274.3338,4667995.768,-113.4289152,42.13838388,"R"
"360","ID-C11-P12","12","ID-C11",299519.4289,4667996.247,-113.4259522,42.13845092,"R"
"361","ID-C11-P05","05","ID-C11",298783.6312,4668239.025,-113.4349317,42.14044697,"R"
"362","ID-C11-P06","06","ID-C11",299028.719,4668239.486,-113.4319687,42.140514,"R"
"363","ID-C11-P07","07","ID-C11",299273.8063,4668239.956,-113.4290056,42.14058103,"R"
"364","ID-C11-P08","08","ID-C11",299518.8929,4668240.434,-113.4260426,42.14064806,"R"
"365","ID-C11-P01","01","ID-C11",298783.1211,4668483.205,-113.4350221,42.14264404,"R"
"366","ID-C11-P02","02","ID-C11",299028.2005,4668483.666,-113.4320591,42.14271108,"R"
"367","ID-C11-P03","03","ID-C11",299273.2793,4668484.135,-113.429096,42.14277811,"R"
"368","ID-C11-P04","04","ID-C11",299518.3574,4668484.613,-113.426133,42.14284514,"R"
"369","ID-C12-P13","13","ID-C12",262131.9106,4667138.535,-113.877506,42.12028387,"R"
"370","ID-C12-P14","14","ID-C12",262377.1231,4667137.529,-113.8745429,42.12034914,"R"
"371","ID-C12-P15","15","ID-C12",262622.335,4667136.532,-113.8715798,42.12041442,"R"
"372","ID-C12-P16","16","ID-C12",262867.5464,4667135.543,-113.8686166,42.12047969,"R"
"373","ID-C12-P09","09","ID-C12",262132.8636,4667382.84,-113.877594,42.1224817,"R"
"374","ID-C12-P10","10","ID-C12",262378.0676,4667381.833,-113.8746309,42.12254697,"R"
"375","ID-C12-P11","11","ID-C12",262623.2711,4667380.835,-113.8716678,42.12261224,"R"
"376","ID-C12-P12","12","ID-C12",262868.474,4667379.846,-113.8687046,42.12267751,"R"
"377","ID-C12-P05","05","ID-C12",262133.8172,4667627.136,-113.877682,42.12467946,"R"
"378","ID-C12-P06","06","ID-C12",262379.0127,4667626.129,-113.8747189,42.12474473,"R"
"379","ID-C12-P07","07","ID-C12",262624.2077,4667625.13,-113.8717558,42.12481,"R"
"380","ID-C12-P08","08","ID-C12",262869.4021,4667624.14,-113.8687926,42.12487526,"R"
"381","ID-C12-P01","01","ID-C12",262134.7714,4667871.423,-113.87777,42.12687714,"R"
"382","ID-C12-P02","02","ID-C12",262379.9585,4667870.416,-113.8748069,42.1269424,"R"
"383","ID-C12-P03","03","ID-C12",262625.1449,4667869.417,-113.8718438,42.12700767,"R"
"384","ID-C12-P04","04","ID-C12",262870.3309,4667868.426,-113.8688806,42.12707294,"R"
"385","ID-C13-P13","13","ID-C13",246602.6857,4676268.907,-114.0690799,42.19753557,"R"
"386","ID-C13-P14","14","ID-C13",246847.0364,4676251.933,-114.0661171,42.19746202,"R"
"387","ID-C13-P15","15","ID-C13",247091.3875,4676234.968,-114.0631543,42.19738847,"R"
"388","ID-C13-P16","16","ID-C13",247335.7392,4676218.01,-114.0601916,42.19731492,"R"
"389","ID-C13-P09","09","ID-C13",246619.6615,4676512.351,-114.0689806,42.19973046,"R"
"390","ID-C13-P10","10","ID-C13",246864.0037,4676495.377,-114.0660178,42.19965691,"R"
"391","ID-C13-P11","11","ID-C13",247108.3464,4676478.412,-114.0630551,42.19958336,"R"
"392","ID-C13-P12","12","ID-C13",247352.6896,4676461.455,-114.0600923,42.19950981,"R"
"393","ID-C13-P05","05","ID-C13",246636.6371,4676755.786,-114.0688813,42.20192527,"R"
"394","ID-C13-P06","06","ID-C13",246880.9707,4676738.813,-114.0659186,42.20185172,"R"
"395","ID-C13-P07","07","ID-C13",247125.3048,4676721.848,-114.0629558,42.20177818,"R"
"396","ID-C13-P08","08","ID-C13",247369.6396,4676704.892,-114.059993,42.20170463,"R"
"397","ID-C13-P01","01","ID-C13",246653.6119,4676999.213,-114.0687821,42.20412001,"R"
"398","ID-C13-P02","02","ID-C13",246897.9371,4676982.24,-114.0658193,42.20404646,"R"
"399","ID-C13-P03","03","ID-C13",247142.2628,4676965.276,-114.0628565,42.20397292,"R"
"400","ID-C13-P04","04","ID-C13",247386.589,4676948.32,-114.0598937,42.20389937,"R"
"401","ID-C15-P13","13","ID-C15",261743.4389,4668243.131,-113.8826504,42.13010187,"R"
"402","ID-C15-P14","14","ID-C15",261988.6158,4668242.977,-113.8796876,42.13017494,"R"
"403","ID-C15-P15","15","ID-C15",262233.7922,4668242.831,-113.8767248,42.13024802,"R"
"404","ID-C15-P16","16","ID-C15",262478.9679,4668242.695,-113.873762,42.13032109,"R"
"405","ID-C15-P09","09","ID-C15",261743.5366,4668487.4,-113.8827489,42.13229912,"R"
"406","ID-C15-P10","10","ID-C15",261988.7051,4668487.246,-113.8797861,42.13237219,"R"
"407","ID-C15-P11","11","ID-C15",262233.8731,4668487.1,-113.8768233,42.13244526,"R"
"408","ID-C15-P12","12","ID-C15",262479.0403,4668486.963,-113.8738605,42.13251833,"R"
"409","ID-C15-P05","05","ID-C15",261743.635,4668731.662,-113.8828475,42.13449629,"R"
"410","ID-C15-P06","06","ID-C15",261988.795,4668731.507,-113.8798847,42.13456936,"R"
"411","ID-C15-P07","07","ID-C15",262233.9545,4668731.36,-113.8769219,42.13464242,"R"
"412","ID-C15-P08","08","ID-C15",262479.1132,4668731.222,-113.8739591,42.13471549,"R"
"413","ID-C15-P01","01","ID-C15",261743.734,4668975.915,-113.882946,42.13669338,"R"
"414","ID-C15-P02","02","ID-C15",261988.8856,4668975.759,-113.8799832,42.13676645,"R"
"415","ID-C15-P03","03","ID-C15",262234.0366,4668975.612,-113.8770204,42.13683951,"R"
"416","ID-C15-P04","04","ID-C15",262479.1868,4668975.473,-113.8740576,42.13691258,"R"
"417","ID-C16-P13","13","ID-C16",255491.9808,4679033.426,-113.9627203,42.22522925,"R"
"418","ID-C16-P14","14","ID-C16",255736.7988,4679034.012,-113.9597579,42.22531107,"R"
"419","ID-C16-P15","15","ID-C16",255981.6161,4679034.607,-113.9567956,42.2253929,"R"
"420","ID-C16-P16","16","ID-C16",256226.4326,4679035.211,-113.9538332,42.22547472,"R"
"421","ID-C16-P09","09","ID-C16",255491.334,4679277.341,-113.9628308,42.22742288,"R"
"422","ID-C16-P10","10","ID-C16",255736.1435,4679277.926,-113.9598684,42.2275047,"R"
"423","ID-C16-P11","11","ID-C16",255980.9524,4679278.521,-113.9569061,42.22758652,"R"
"424","ID-C16-P12","12","ID-C16",256225.7604,4679279.123,-113.9539437,42.22766834,"R"
"425","ID-C16-P05","05","ID-C16",255490.688,4679521.247,-113.9629413,42.22961643,"R"
"426","ID-C16-P06","06","ID-C16",255735.4889,4679521.832,-113.9599789,42.22969825,"R"
"427","ID-C16-P07","07","ID-C16",255980.2894,4679522.426,-113.9570165,42.22978007,"R"
"428","ID-C16-P08","08","ID-C16",256225.089,4679523.028,-113.9540542,42.22986189,"R"
"429","ID-C16-P01","01","ID-C16",255490.0426,4679765.146,-113.9630518,42.23180991,"R"
"430","ID-C16-P02","02","ID-C16",255734.8351,4679765.73,-113.9600894,42.23189173,"R"
"431","ID-C16-P03","03","ID-C16",255979.627,4679766.323,-113.957127,42.23197354,"R"
"432","ID-C16-P04","04","ID-C16",256224.4182,4679766.924,-113.9541647,42.23205536,"R"
"433","ID-C19-P13","13","ID-C19",248773.589,4677009.432,-114.0431425,42.20489571,"R"
"434","ID-C19-P14","14","ID-C19",249017.9396,4676992.92,-114.0401796,42.20482565,"R"
"435","ID-C19-P15","15","ID-C19",249262.2908,4676976.417,-114.0372167,42.2047556,"R"
"436","ID-C19-P16","16","ID-C19",249506.6424,4676959.922,-114.0342538,42.20468555,"R"
"437","ID-C19-P09","09","ID-C19",248790.1013,4677252.876,-114.043048,42.20709045,"R"
"438","ID-C19-P10","10","ID-C19",249034.4435,4677236.365,-114.040085,42.2070204,"R"
"439","ID-C19-P11","11","ID-C19",249278.7861,4677219.862,-114.0371221,42.20695035,"R"
"440","ID-C19-P12","12","ID-C19",249523.1292,4677203.367,-114.0341592,42.2068803,"R"
"441","ID-C19-P05","05","ID-C19",248806.6133,4677496.311,-114.0429534,42.20928512,"R"
"442","ID-C19-P06","06","ID-C19",249050.9469,4677479.8,-114.0399905,42.20921507,"R"
"443","ID-C19-P07","07","ID-C19",249295.281,4677463.298,-114.0370275,42.20914502,"R"
"444","ID-C19-P08","08","ID-C19",249539.6157,4677446.805,-114.0340646,42.20907498,"R"
"445","ID-C19-P01","01","ID-C19",248823.1246,4677739.738,-114.0428588,42.21147971,"R"
"446","ID-C19-P02","02","ID-C19",249067.4498,4677723.228,-114.0398959,42.21140967,"R"
"447","ID-C19-P03","03","ID-C19",249311.7754,4677706.726,-114.036933,42.21133962,"R"
"448","ID-C19-P04","04","ID-C19",249556.1015,4677690.233,-114.03397,42.21126957,"R"
"449","ID-C21-P13","13","ID-C21",334119.3722,4653763.52,-113.0035099,42.01842967,"R"
"450","ID-C21-P14","14","ID-C21",334364.8916,4653763.43,-113.0005463,42.01848057,"R"
"451","ID-C21-P15","15","ID-C21",334610.4106,4653763.349,-112.9975827,42.01853148,"R"
"452","ID-C21-P16","16","ID-C21",334855.9292,4653763.277,-112.994619,42.01858238,"R"
"453","ID-C21-P09","09","ID-C21",334119.4239,4654008.126,-113.0035785,42.02063141,"R"
"454","ID-C21-P10","10","ID-C21",334364.9349,4654008.036,-113.0006148,42.02068231,"R"
"455","ID-C21-P11","11","ID-C21",334610.4454,4654007.955,-112.9976512,42.02073321,"R"
"456","ID-C21-P12","12","ID-C21",334855.9554,4654007.882,-112.9946875,42.02078412,"R"
"457","ID-C21-P05","05","ID-C21",334119.476,4654252.725,-113.003647,42.02283308,"R"
"458","ID-C21-P06","06","ID-C21",334364.9785,4654252.634,-113.0006833,42.02288398,"R"
"459","ID-C21-P07","07","ID-C21",334610.4806,4654252.552,-112.9977197,42.02293488,"R"
"460","ID-C21-P08","08","ID-C21",334855.9822,4654252.479,-112.994756,42.02298578,"R"
"461","ID-C21-P01","01","ID-C21",334119.5286,4654497.314,-113.0037155,42.02503467,"R"
"462","ID-C21-P02","02","ID-C21",334365.0226,4654497.224,-113.0007519,42.02508557,"R"
"463","ID-C21-P03","03","ID-C21",334610.5162,4654497.141,-112.9977882,42.02513647,"R"
"464","ID-C21-P04","04","ID-C21",334856.0094,4654497.067,-112.9948246,42.02518737,"R"
"465","ID-C22-P13","13","ID-C22",338651.2019,4662209.849,-112.9511325,42.0954002,"R"
"466","ID-C22-P14","14","ID-C22",338896.4199,4662210.391,-112.948169,42.09545545,"R"
"467","ID-C22-P15","15","ID-C22",339141.6374,4662210.942,-112.9452055,42.0955107,"R"
"468","ID-C22-P16","16","ID-C22",339386.8545,4662211.501,-112.942242,42.09556595,"R"
"469","ID-C22-P09","09","ID-C22",338650.6209,4662454.158,-112.951207,42.09759917,"R"
"470","ID-C22-P10","10","ID-C22",338895.8304,4662454.699,-112.9482435,42.09765442,"R"
"471","ID-C22-P11","11","ID-C22",339141.0395,4662455.249,-112.94528,42.09770966,"R"
"472","ID-C22-P12","12","ID-C22",339386.2481,4662455.808,-112.9423165,42.09776491,"R"
"473","ID-C22-P05","05","ID-C22",338650.0405,4662698.458,-112.9512814,42.09979807,"R"
"474","ID-C22-P06","06","ID-C22",338895.2415,4662698.999,-112.9483179,42.09985331,"R"
"475","ID-C22-P07","07","ID-C22",339140.4421,4662699.549,-112.9453544,42.09990856,"R"
"476","ID-C22-P08","08","ID-C22",339385.6422,4662700.107,-112.9423909,42.0999638,"R"
"477","ID-C22-P01","01","ID-C22",338649.4605,4662942.75,-112.9513559,42.10199688,"R"
"478","ID-C22-P02","02","ID-C22",338894.653,4662943.29,-112.9483924,42.10205213,"R"
"479","ID-C22-P03","03","ID-C22",339139.8452,4662943.839,-112.9454289,42.10210737,"R"
"480","ID-C22-P04","04","ID-C22",339385.0368,4662944.397,-112.9424654,42.10216261,"R"
"481","ID-C23-P13","13","ID-C23",322084.8363,4656843.176,-113.1497011,42.04351905,"R"
"482","ID-C23-P14","14","ID-C23",322330.2708,4656843.775,-113.1467378,42.04357993,"R"
"483","ID-C23-P15","15","ID-C23",322575.7047,4656844.383,-113.1437745,42.04364082,"R"
"484","ID-C23-P16","16","ID-C23",322821.1382,4656844.999,-113.1408112,42.0437017,"R"
"485","ID-C23-P09","09","ID-C23",322084.1936,4657087.699,-113.1497831,42.04571967,"R"
"486","ID-C23-P10","10","ID-C23",322329.6196,4657088.298,-113.1468198,42.04578055,"R"
"487","ID-C23-P11","11","ID-C23",322575.0451,4657088.905,-113.1438565,42.04584143,"R"
"488","ID-C23-P12","12","ID-C23",322820.47,4657089.521,-113.1408932,42.04590232,"R"
"489","ID-C23-P05","05","ID-C23",322083.5516,4657332.214,-113.1498651,42.04792021,"R"
"490","ID-C23-P06","06","ID-C23",322328.969,4657332.812,-113.1469018,42.04798109,"R"
"491","ID-C23-P07","07","ID-C23",322574.386,4657333.418,-113.1439385,42.04804197,"R"
"492","ID-C23-P08","08","ID-C23",322819.8025,4657334.034,-113.1409752,42.04810285,"R"
"493","ID-C23-P01","01","ID-C23",322082.9099,4657576.72,-113.1499471,42.05012068,"R"
"494","ID-C23-P02","02","ID-C23",322328.3189,4657577.317,-113.1469838,42.05018156,"R"
