"","Full.Point.ID","Point.ID","Route.ID","UTM.X","UTM.Y","Geo.X","Geo.Y","Route.Type"
"495","ID-C23-P03","03","ID-C23",322573.7275,4657577.924,-113.1440205,42.05024244,"R"
"496","ID-C23-P04","04","ID-C23",322819.1354,4657578.538,-113.1410572,42.05030332,"R"
"497","ID-C24-P13","13","ID-C24",335631.3352,4656760.289,-112.9860991,42.04572141,"R"
"498","ID-C24-P14","14","ID-C24",335876.7472,4656759.565,-112.9831353,42.04576615,"R"
"499","ID-C24-P15","15","ID-C24",336122.1588,4656758.849,-112.9801714,42.0458109,"R"
"500","ID-C24-P16","16","ID-C24",336367.57,4656758.142,-112.9772076,42.04585564,"R"
"501","ID-C24-P09","09","ID-C24",335632.0245,4657004.789,-112.9861593,42.04792234,"R"
"502","ID-C24-P10","10","ID-C24",335877.428,4657004.065,-112.9831955,42.04796709,"R"
"503","ID-C24-P11","11","ID-C24",336122.8312,4657003.348,-112.9802317,42.04801183,"R"
"504","ID-C24-P12","12","ID-C24",336368.2339,4657002.64,-112.9772679,42.04805657,"R"
"505","ID-C24-P05","05","ID-C24",335632.7142,4657249.281,-112.9862196,42.0501232,"R"
"506","ID-C24-P06","06","ID-C24",335878.1093,4657248.556,-112.9832558,42.05016794,"R"
"507","ID-C24-P07","07","ID-C24",336123.5039,4657247.839,-112.9802919,42.05021268,"R"
"508","ID-C24-P08","08","ID-C24",336368.8982,4657247.131,-112.9773281,42.05025742,"R"
"509","ID-C24-P01","01","ID-C24",335633.4043,4657493.764,-112.9862798,42.05232398,"R"
"510","ID-C24-P02","02","ID-C24",335878.7908,4657493.039,-112.983316,42.05236872,"R"
"511","ID-C24-P03","03","ID-C24",336124.177,4657492.322,-112.9803522,42.05241346,"R"
"512","ID-C24-P04","04","ID-C24",336369.5628,4657491.613,-112.9773884,42.0524582,"R"
"513","ID-C26-P13","13","ID-C26",256526.6294,4676301.761,-113.9490554,42.20098262,"R"
"514","ID-C26-P14","14","ID-C26",256771.5362,4676303.121,-113.9460933,42.20107105,"R"
"515","ID-C26-P15","15","ID-C26",257016.4423,4676304.49,-113.9431313,42.20115947,"R"
"516","ID-C26-P16","16","ID-C26",257261.3476,4676305.868,-113.9401693,42.2012479,"R"
"517","ID-C26-P09","09","ID-C26",256525.206,4676545.764,-113.9491747,42.20317684,"R"
"518","ID-C26-P10","10","ID-C26",256770.1044,4676547.124,-113.9462127,42.20326526,"R"
"519","ID-C26-P11","11","ID-C26",257015.002,4676548.492,-113.9432507,42.20335369,"R"
"520","ID-C26-P12","12","ID-C26",257259.8988,4676549.869,-113.9402886,42.20344211,"R"
"521","ID-C26-P05","05","ID-C26",256523.7834,4676789.758,-113.9492941,42.20537098,"R"
"522","ID-C26-P06","06","ID-C26",256768.6733,4676791.117,-113.9463321,42.2054594,"R"
"523","ID-C26-P07","07","ID-C26",257013.5624,4676792.485,-113.94337,42.20554782,"R"
"524","ID-C26-P08","08","ID-C26",257258.4508,4676793.861,-113.940408,42.20563624,"R"
"525","ID-C26-P01","01","ID-C26",256522.3615,4677033.745,-113.9494135,42.20756505,"R"
"526","ID-C26-P02","02","ID-C26",256767.2429,4677035.103,-113.9464514,42.20765346,"R"
"527","ID-C26-P03","03","ID-C26",257012.1236,4677036.47,-113.9434894,42.20774188,"R"
"528","ID-C26-P04","04","ID-C26",257257.0035,4677037.845,-113.9405274,42.2078303,"R"
"529","ID-C28-P13","13","ID-C28",271671.7659,4663363.005,-113.7607596,42.08915418,"R"
"530","ID-C28-P14","14","ID-C28",271917.0847,4663363.966,-113.7577971,42.08923412,"R"
"531","ID-C28-P15","15","ID-C28",272162.4029,4663364.936,-113.7548347,42.08931406,"R"
"532","ID-C28-P16","16","ID-C28",272407.7204,4663365.914,-113.7518722,42.089394,"R"
"533","ID-C28-P09","09","ID-C28",271670.747,4663607.415,-113.7608673,42.0913526,"R"
"534","ID-C28-P10","10","ID-C28",271916.0573,4663608.375,-113.7579049,42.09143255,"R"
"535","ID-C28-P11","11","ID-C28",272161.367,4663609.345,-113.7549424,42.09151249,"R"
"536","ID-C28-P12","12","ID-C28",272406.676,4663610.322,-113.7519799,42.09159242,"R"
"537","ID-C28-P05","05","ID-C28",271669.7287,4663851.816,-113.7609751,42.09355096,"R"
"538","ID-C28-P06","06","ID-C28",271915.0305,4663852.776,-113.7580126,42.09363089,"R"
"539","ID-C28-P07","07","ID-C28",272160.3318,4663853.745,-113.7550501,42.09371083,"R"
"540","ID-C28-P08","08","ID-C28",272405.6323,4663854.722,-113.7520876,42.09379077,"R"
"541","ID-C28-P01","01","ID-C28",271668.7111,4664096.209,-113.7610828,42.09574923,"R"
"542","ID-C28-P02","02","ID-C28",271914.0045,4664097.169,-113.7581203,42.09582917,"R"
"543","ID-C28-P03","03","ID-C28",272159.2972,4664098.137,-113.7551578,42.0959091,"R"
"544","ID-C28-P04","04","ID-C28",272404.5893,4664099.113,-113.7521953,42.09598903,"R"
"545","ID-C29-P13","13","ID-C29",282169.8522,4683756.427,-113.6415907,42.27561267,"R"
"546","ID-C29-P14","14","ID-C29",282419.8522,4683756.427,-113.6385621,42.27568244,"R"
"547","ID-C29-P15","15","ID-C29",282669.8522,4683756.427,-113.6355335,42.27575213,"R"
"548","ID-C29-P16","16","ID-C29",282919.8522,4683756.427,-113.6325049,42.27582173,"R"
"549","ID-C29-P09","09","ID-C29",282169.8522,4684006.427,-113.6416847,42.27786184,"R"
"550","ID-C29-P10","10","ID-C29",282419.8522,4684006.427,-113.638656,42.27793161,"R"
"551","ID-C29-P11","11","ID-C29",282669.8522,4684006.427,-113.6356273,42.2780013,"R"
"552","ID-C29-P12","12","ID-C29",282919.8522,4684006.427,-113.6325986,42.27807091,"R"
"553","ID-C29-P05","05","ID-C29",282169.8522,4684256.427,-113.6417787,42.280111,"R"
"554","ID-C29-P06","06","ID-C29",282419.8522,4684256.427,-113.6387499,42.28018077,"R"
"555","ID-C29-P07","07","ID-C29",282669.8522,4684256.427,-113.6357211,42.28025047,"R"
"556","ID-C29-P08","08","ID-C29",282919.8522,4684256.427,-113.6326923,42.28032009,"R"
"557","ID-C29-P01","01","ID-C29",282169.8522,4684506.427,-113.6418727,42.28236015,"R"
"558","ID-C29-P02","02","ID-C29",282419.8522,4684506.427,-113.6388438,42.28242994,"R"
"559","ID-C29-P03","03","ID-C29",282669.8522,4684506.427,-113.6358149,42.28249964,"R"
"560","ID-C29-P04","04","ID-C29",282919.8522,4684506.427,-113.632786,42.28256926,"R"
"561","ID-C30-P13","13","ID-C30",291169.8522,4689756.427,-113.5347213,42.33205812,"R"
"562","ID-C30-P14","14","ID-C30",291419.8522,4689756.427,-113.5316897,42.33212513,"R"
"563","ID-C30-P15","15","ID-C30",291669.8522,4689756.427,-113.5286582,42.33219207,"R"
"564","ID-C30-P16","16","ID-C30",291919.8522,4689756.427,-113.5256266,42.33225892,"R"
"565","ID-C30-P09","09","ID-C30",291169.8522,4690006.427,-113.5348117,42.33430745,"R"
"566","ID-C30-P10","10","ID-C30",291419.8522,4690006.427,-113.53178,42.33437447,"R"
"567","ID-C30-P11","11","ID-C30",291669.8522,4690006.427,-113.5287484,42.33444141,"R"
"568","ID-C30-P12","12","ID-C30",291919.8522,4690006.427,-113.5257167,42.33450827,"R"
"569","ID-C30-P05","05","ID-C30",291169.8522,4690256.427,-113.534902,42.33655677,"R"
"570","ID-C30-P06","06","ID-C30",291419.8522,4690256.427,-113.5318703,42.3366238,"R"
"571","ID-C30-P07","07","ID-C30",291669.8522,4690256.427,-113.5288385,42.33669075,"R"
"572","ID-C30-P08","08","ID-C30",291919.8522,4690256.427,-113.5258068,42.33675761,"R"
"573","ID-C30-P01","01","ID-C30",291169.8522,4690506.427,-113.5349924,42.3388061,"R"
"574","ID-C30-P02","02","ID-C30",291419.8522,4690506.427,-113.5319606,42.33887313,"R"
"575","ID-C30-P03","03","ID-C30",291669.8522,4690506.427,-113.5289287,42.33894008,"R"
"576","ID-C30-P04","04","ID-C30",291919.8522,4690506.427,-113.5258968,42.33900695,"R"
"577","UT-B01-P16","16","UT-B01",273880.4573,4601131.146,-113.7103618,41.52990678,"B"
"578","UT-B01-P13","13","UT-B01",273127.5604,4601129.155,-113.7193758,41.5296759,"B"
"579","UT-B01-P14","14","UT-B01",273379.4424,4601129.539,-113.71636,41.52975068,"B"
"580","UT-B01-P15","15","UT-B01",273631.3254,4601129.925,-113.7133443,41.5298254,"B"
"581","UT-B01-P09","09","UT-B01",273126.0687,4601377.396,-113.7194872,41.53190895,"B"
"582","UT-B01-P10","10","UT-B01",273377.9501,4601377.781,-113.7164714,41.53198375,"B"
"583","UT-B01-P11","11","UT-B01",273629.8322,4601378.167,-113.7134556,41.53205848,"B"
"584","UT-B01-P12","12","UT-B01",273881.7153,4601378.554,-113.7104397,41.53213314,"B"
"585","UT-B01-P05","05","UT-B01",273124.5766,4601625.637,-113.7195987,41.53414201,"B"
"586","UT-B01-P06","06","UT-B01",273376.4571,4601626.023,-113.7165828,41.53421683,"B"
"587","UT-B01-P07","07","UT-B01",273628.3384,4601626.41,-113.7135669,41.53429157,"B"
"588","UT-B01-P08","08","UT-B01",273880.2208,4601626.799,-113.7105509,41.53436625,"B"
"589","UT-B01-P01","01","UT-B01",273123.0839,4601873.878,-113.7197102,41.53637508,"B"
"590","UT-B01-P02","02","UT-B01",273374.9636,4601874.265,-113.7166942,41.53644991,"B"
"591","UT-B01-P03","03","UT-B01",273626.8442,4601874.654,-113.7136782,41.53652467,"B"
"592","UT-B01-P04","04","UT-B01",273878.7258,4601875.043,-113.7106621,41.53659936,"B"
"593","UT-B02-P10","10","UT-B02",281050.4305,4601865.239,-113.6247752,41.53850488,"B"
"594","UT-B02-P09","09","UT-B02",281028.2284,4602112.499,-113.6251311,41.54072364,"B"
"595","UT-B02-P08","08","UT-B02",281006.0263,4602359.759,-113.6254871,41.54294239,"B"
"596","UT-B02-P05","05","UT-B02",280732.8603,4602585.766,-113.6288411,41.54490119,"B"
"597","UT-B02-P06","06","UT-B02",280983.8241,4602607.021,-113.625843,41.54516115,"B"
"598","UT-B02-P07","07","UT-B02",281234.7881,4602628.276,-113.6228449,41.54542105,"B"
"599","UT-B02-P02","02","UT-B02",280710.659,4602833.028,-113.6291972,41.54711993,"B"
"600","UT-B02-P03","03","UT-B02",280961.6221,4602854.282,-113.626199,41.54737991,"B"
"601","UT-B02-P04","04","UT-B02",281212.5854,4602875.538,-113.6232009,41.54763982,"B"
"602","UT-B02-P01","01","UT-B02",280939.4203,4603101.545,-113.6265551,41.54959867,"B"
"603","UT-B05-P04","04","UT-B05",254707.8721,4604085.857,-113.9410968,41.55084282,"B"
"604","UT-B05-P13","13","UT-B05",253952.9612,4603338.941,-113.9498311,41.54389223,"B"
"605","UT-B05-P14","14","UT-B05",254204.8669,4603337.902,-113.9468145,41.54396027,"B"
"606","UT-B05-P15","15","UT-B05",254456.7735,4603336.863,-113.9437978,41.54402825,"B"
"607","UT-B05-P16","16","UT-B05",254708.681,4603335.825,-113.9407811,41.54409616,"B"
"608","UT-B05-P09","09","UT-B05",253952.8686,4603587.225,-113.9499338,41.54612561,"B"
"609","UT-B05-P10","10","UT-B05",254204.7735,4603586.186,-113.9469171,41.54619367,"B"
"610","UT-B05-P11","11","UT-B05",254456.6794,4603585.148,-113.9439003,41.54626166,"B"
"611","UT-B05-P12","12","UT-B05",254708.5862,4603584.111,-113.9408835,41.54632959,"B"
"612","UT-B05-P05","05","UT-B05",253952.7755,4603835.508,-113.9500365,41.548359,"B"
"613","UT-B05-P06","06","UT-B05",254204.6796,4603834.47,-113.9470197,41.54842707,"B"
"614","UT-B05-P07","07","UT-B05",254456.5846,4603833.434,-113.9440029,41.54849508,"B"
"615","UT-B05-P08","08","UT-B05",254708.4906,4603832.398,-113.940986,41.54856302,"B"
"616","UT-B05-P01","01","UT-B05",253952.6817,4604083.792,-113.9501393,41.55059239,"B"
"617","UT-B05-P02","02","UT-B05",254204.5852,4604082.755,-113.9471224,41.55066048,"B"
"618","UT-B05-P03","03","UT-B05",254456.4894,4604081.72,-113.9441054,41.5507285,"B"
"619","UT-B06-P13","13","UT-B06",253699.9597,4597319.51,-113.9503982,41.4896669,"B"
"620","UT-B06-P14","14","UT-B06",253951.8784,4597318.344,-113.9473839,41.48973374,"B"
"621","UT-B06-P15","15","UT-B06",254203.7979,4597317.178,-113.9443695,41.48980051,"B"
"622","UT-B06-P16","16","UT-B06",254455.7183,4597316.014,-113.9413551,41.48986722,"B"
"623","UT-B06-P09","09","UT-B06",253699.9815,4597567.777,-113.9504994,41.49190019,"B"
"624","UT-B06-P10","10","UT-B06",253951.8993,4597566.612,-113.9474849,41.49196704,"B"
"625","UT-B06-P11","11","UT-B06",254203.8181,4597565.447,-113.9444705,41.49203384,"B"
"626","UT-B06-P12","12","UT-B06",254455.7377,4597564.284,-113.941456,41.49210056,"B"
"627","UT-B06-P05","05","UT-B06",253700.0026,4597816.044,-113.9506005,41.49413348,"B"
"628","UT-B06-P06","06","UT-B06",253951.9197,4597814.88,-113.947586,41.49420035,"B"
"629","UT-B06-P07","07","UT-B06",254203.8377,4597813.716,-113.9445715,41.49426716,"B"
"630","UT-B06-P08","08","UT-B06",254455.7566,4597812.554,-113.9415569,41.49433389,"B"
"631","UT-B06-P01","01","UT-B06",253700.0231,4598064.311,-113.9507017,41.49636677,"B"
"632","UT-B06-P02","02","UT-B06",253951.9394,4598063.148,-113.9476871,41.49643366,"B"
"633","UT-B06-P03","03","UT-B06",254203.8567,4598061.986,-113.9446725,41.49650048,"B"
"634","UT-B06-P04","04","UT-B06",254455.7748,4598060.825,-113.9416578,41.49656724,"B"
"635","UT-B08-P13","13","UT-B08",249714.3823,4629208.375,-114.0114109,41.77526807,"B"
"636","UT-B08-P14","14","UT-B08",249966.2215,4629207.233,-114.0083843,41.77533715,"B"
"637","UT-B08-P15","15","UT-B08",250218.0616,4629206.092,-114.0053578,41.77540616,"B"
"638","UT-B08-P16","16","UT-B08",250469.9026,4629204.952,-114.0023312,41.7754751,"B"
"639","UT-B08-P09","09","UT-B08",249714.4363,4629456.725,-114.0115148,41.77750189,"B"
"640","UT-B08-P10","10","UT-B08",249966.2747,4629455.584,-114.0084882,41.77757098,"B"
"641","UT-B08-P11","11","UT-B08",250218.114,4629454.444,-114.0054615,41.77764,"B"
"642","UT-B08-P12","12","UT-B08",250469.9543,4629453.305,-114.0024348,41.77770896,"B"
"643","UT-B08-P05","05","UT-B08",249714.4899,4629705.075,-114.0116188,41.7797357,"B"
"644","UT-B08-P06","06","UT-B08",249966.3275,4629703.935,-114.008592,41.77980481,"B"
"645","UT-B08-P07","07","UT-B08",250218.1659,4629702.797,-114.0055653,41.77987385,"B"
"646","UT-B08-P08","08","UT-B08",250470.0053,4629701.659,-114.0025385,41.77994282,"B"
"647","UT-B08-P02","02","UT-B08",249966.3796,4629952.288,-114.0086959,41.78203865,"B"
"648","UT-B08-P03","03","UT-B08",250218.2172,4629951.15,-114.0056691,41.78210771,"B"
"649","UT-B08-P04","04","UT-B08",250470.0558,4629950.013,-114.0026422,41.78217669,"B"
"650","UT-B08-P01","01","UT-B08",249714.9572,4629951.232,-114.0117168,41.78194992,"B"
"651","UT-B15-P03","03","UT-B15",253391.9325,4637782.696,-113.9707858,41.85354358,"B"
"652","UT-B15-P04","04","UT-B15",253650.1199,4637781.163,-113.9676789,41.85361017,"B"
"653","UT-B15-P13","13","UT-B15",252897.7137,4637036.99,-113.9764205,41.84668208,"B"
"654","UT-B15-P14","14","UT-B15",253149.5354,4637037.595,-113.9733914,41.84676605,"B"
"655","UT-B15-P15","15","UT-B15",253401.3581,4637038.2,-113.9703623,41.84684994,"B"
"656","UT-B15-P16","16","UT-B15",253653.1816,4637038.807,-113.9673332,41.84693378,"B"
"657","UT-B15-P09","09","UT-B15",252896.0514,4637285.359,-113.9765441,41.84891557,"B"
"658","UT-B15-P10","10","UT-B15",253147.8723,4637285.965,-113.9735149,41.84899955,"B"
"659","UT-B15-P11","11","UT-B15",253399.6943,4637286.571,-113.9704858,41.84908347,"B"
"660","UT-B15-P12","12","UT-B15",253650.9717,4637278.196,-113.9674594,41.84908634,"B"
"661","UT-B15-P06","06","UT-B15",253146.2091,4637534.335,-113.9736385,41.85123307,"B"
"662","UT-B15-P07","07","UT-B15",253398.03,4637534.943,-113.9706092,41.851317,"B"
"663","UT-B15-P08","08","UT-B15",253649.8518,4637535.552,-113.9675799,41.85140086,"B"
"664","UT-B15-P01","01","UT-B15",252892.7255,4637782.099,-113.9767914,41.85338257,"B"
"665","UT-B15-P02","02","UT-B15",253144.5449,4637782.706,-113.9737621,41.85346659,"B"
"666","UT-B15-P05","05","UT-B15",252894.3888,4637533.729,-113.9766678,41.85114907,"B"
"667","UT-B16-P15","15","UT-B16",252762.3388,4638949.99,-113.978848,41.8638467,"B"
"668","UT-B16-P16","16","UT-B16",253014.1497,4638949.587,-113.9758179,41.86392169,"B"
"669","UT-B16-P09","09","UT-B16",252258.0633,4639199.168,-113.9850202,41.86593028,"B"
"670","UT-B16-P10","10","UT-B16",252509.8717,4639198.764,-113.9819899,41.86600543,"B"
"671","UT-B16-P11","11","UT-B16",252761.681,4639198.362,-113.9789597,41.86608051,"B"
"672","UT-B16-P12","12","UT-B16",253013.491,4639197.96,-113.9759295,41.86615553,"B"
"673","UT-B16-P05","05","UT-B16",252257.4066,4639447.538,-113.9851321,41.86816407,"B"
"674","UT-B16-P06","06","UT-B16",252509.2141,4639447.135,-113.9821018,41.86823924,"B"
"675","UT-B16-P07","07","UT-B16",252761.0224,4639446.734,-113.9790714,41.86831433,"B"
"676","UT-B16-P08","08","UT-B16",253012.8317,4639446.333,-113.9760411,41.86838936,"B"
"677","UT-B16-P01","01","UT-B16",252256.7492,4639695.909,-113.985244,41.87039787,"B"
"678","UT-B16-P02","02","UT-B16",252508.5559,4639695.507,-113.9822136,41.87047305,"B"
"679","UT-B16-P03","03","UT-B16",252760.3634,4639695.106,-113.9791832,41.87054816,"B"
"680","UT-B16-P04","04","UT-B16",253012.1719,4639694.706,-113.9761528,41.8706232,"B"
"681","UT-B16-P13","13","UT-B16",252515.41,4638948.341,-113.9818185,41.86375469,"B"
"682","UT-B16-P14","14","UT-B16",252257.4349,4638949.524,-113.9849232,41.86368462,"B"
"683","UT-B17-P11","11","UT-B17",282936.2939,4640954.538,-113.616425,41.89073462,"B"
"684","UT-B17-P10","10","UT-B17",282894.0481,4641199.293,-113.6170237,41.89292519,"B"
"685","UT-B17-P08","08","UT-B17",282851.8028,4641444.049,-113.6176224,41.89511576,"B"
"686","UT-B17-P09","09","UT-B17",283100.0901,4641485.543,-113.6146477,41.89555726,"B"
"687","UT-B17-P06","06","UT-B17",282809.5585,4641688.805,-113.6182211,41.89730633,"B"
"688","UT-B17-P07","07","UT-B17",283057.845,4641730.299,-113.6152463,41.89774785,"B"
"689","UT-B17-P03","03","UT-B17",282767.3147,4641933.563,-113.6188199,41.8994969,"B"
"690","UT-B17-P04","04","UT-B17",283015.6008,4641975.057,-113.615845,41.89993844,"B"
"691","UT-B17-P05","05","UT-B17",283263.886,4642016.551,-113.61287,41.9003799,"B"
"692","UT-B17-P02","02","UT-B17",283221.642,4642261.309,-113.6134687,41.90257051,"B"
"693","UT-B17-P01","01","UT-B17",283427.6821,4642547.562,-113.6110922,41.90520254,"B"
"694","UT-B19-P13","13","UT-B19",276879.6916,4650921.225,-113.693125,41.97871722,"B"
"695","UT-B19-P14","14","UT-B19",277131.4354,4650921.307,-113.6900897,41.97878917,"B"
"696","UT-B19-P15","15","UT-B19",277383.18,4650921.39,-113.6870543,41.97886106,"B"
"697","UT-B19-P16","16","UT-B19",277634.9257,4650921.474,-113.6840189,41.97893288,"B"
"698","UT-B19-P09","09","UT-B19",276878.5996,4651169.593,-113.6932324,41.98095141,"B"
"699","UT-B19-P10","10","UT-B19",277130.3425,4651169.676,-113.690197,41.98102338,"B"
"700","UT-B19-P11","11","UT-B19",277382.0865,4651169.76,-113.6871615,41.98109528,"B"
"701","UT-B19-P12","12","UT-B19",277633.8312,4651169.845,-113.684126,41.98116711,"B"
"702","UT-B19-P05","05","UT-B19",276877.507,4651417.961,-113.6933398,41.9831856,"B"
"703","UT-B19-P06","06","UT-B19",277129.2492,4651418.045,-113.6903043,41.98325759,"B"
"704","UT-B19-P07","07","UT-B19",277380.9922,4651418.13,-113.6872687,41.9833295,"B"
"705","UT-B19-P08","08","UT-B19",277632.7361,4651418.217,-113.6842332,41.98340135,"B"
"706","UT-B19-P02","02","UT-B19",277128.1553,4651666.415,-113.6904116,41.9854918,"B"
"707","UT-B19-P03","03","UT-B19",277379.8974,4651666.501,-113.687376,41.98556373,"B"
"708","UT-B19-P04","04","UT-B19",277631.6405,4651666.589,-113.6843403,41.98563559,"B"
"709","UT-B19-P01","01","UT-B19",276883.6559,4651669.443,-113.6933611,41.98544986,"B"
"710","UT-B22-P10","10","UT-B22",255285.2454,4619341.209,-113.9404152,41.68824772,"B"
"711","UT-B22-P11","11","UT-B22",255534.1792,4619379.313,-113.9374435,41.68866694,"B"
"712","UT-B22-P12","12","UT-B22",255783.1124,4619417.417,-113.9344717,41.68908608,"B"
"713","UT-B22-P07","07","UT-B22",255246.315,4619586.493,-113.9409829,41.69044216,"B"
"714","UT-B22-P08","08","UT-B22",255495.2481,4619624.597,-113.9380111,41.69086139,"B"
"715","UT-B22-P09","09","UT-B22",255744.1807,4619662.701,-113.9350393,41.69128055,"B"
"716","UT-B22-P04","04","UT-B22",255207.3849,4619831.779,-113.9415507,41.6926366,"B"
"717","UT-B22-P05","05","UT-B22",255456.3176,4619869.882,-113.9385788,41.69305584,"B"
"718","UT-B22-P06","06","UT-B22",255705.2497,4619907.986,-113.9356069,41.69347501,"B"
"719","UT-B22-P02","02","UT-B22",255168.4556,4620077.065,-113.9421185,41.69483104,"B"
"720","UT-B22-P03","03","UT-B22",255417.3877,4620115.168,-113.9391466,41.6952503,"B"
"721","UT-B22-P01","01","UT-B22",255129.5269,4620322.352,-113.9426864,41.69702549,"B"
"722","UT-B24-P05","05","UT-B24",247584.6802,4632032.791,-114.0382009,41.79999757,"B"
"723","UT-B24-P13","13","UT-B24",247554.0692,4631542.444,-114.0383603,41.7955775,"B"
"724","UT-B24-P14","14","UT-B24",247805.3274,4631525.304,-114.035333,41.79550324,"B"
"725","UT-B24-P15","15","UT-B24",248056.5872,4631508.165,-114.0323058,41.79542892,"B"
"726","UT-B24-P16","16","UT-B24",248307.8484,4631491.027,-114.0292785,41.79535452,"B"
"727","UT-B24-P09","09","UT-B24",247570.023,4631790.294,-114.0382739,41.79781181,"B"
"728","UT-B24-P10","10","UT-B24",247821.2805,4631773.156,-114.0352466,41.79773757,"B"
"729","UT-B24-P11","11","UT-B24",248072.5395,4631756.018,-114.0322192,41.79766326,"B"
"730","UT-B24-P12","12","UT-B24",248323.8001,4631738.882,-114.0291919,41.79758888,"B"
"731","UT-B24-P06","06","UT-B24",247837.2325,4632021.008,-114.0351601,41.7999719,"B"
"732","UT-B24-P07","07","UT-B24",248088.4908,4632003.872,-114.0321327,41.79989761,"B"
"733","UT-B24-P08","08","UT-B24",248339.7506,4631986.738,-114.0291052,41.79982325,"B"
"734","UT-B24-P01","01","UT-B24",247605.8372,4632283.086,-114.038053,41.80225553,"B"
"735","UT-B24-P02","02","UT-B24",247853.1834,4632268.86,-114.0350737,41.80220624,"B"
"736","UT-B24-P03","03","UT-B24",248104.4409,4632251.727,-114.0320461,41.80213196,"B"
"737","UT-B24-P04","04","UT-B24",248355.7,4632234.594,-114.0290186,41.80205762,"B"
"738","UT-B25-P11","11","UT-B25",250822.4758,4636166.415,-114.001018,41.83820145,"B"
"739","UT-B25-P12","12","UT-B25",251072.4312,4636135.86,-113.9979988,41.8380052,"B"
"740","UT-B25-P13","13","UT-B25",251322.3887,4636105.306,-113.9949795,41.83780888,"B"
"741","UT-B25-P14","14","UT-B25",251572.3481,4636074.753,-113.9919603,41.83761249,"B"
